"","x"
"1",7
"2",7
"3",1
"4",1
"5",3
"6",1
"7",2
"8",6
"9",6
"10",6
"11",7
"12",1
"13",4
"14",7
"15",3
"16",7
"17",1
"18",6
"19",6
"20",4
"21",4
"22",7
"23",6
"24",5
"25",1
"26",4
"27",2
"28",5
"29",3
"30",6
"31",6
"32",1
"33",1
"34",7
"35",3
"36",3
"37",2
"38",6
"39",4
"40",3
"41",1
"42",5
"43",2
"44",4
"45",5
"46",5
"47",6
"48",6
"49",6
"50",7
"51",4
"52",6
"53",7
"54",4
"55",7
"56",5
"57",2
"58",4
"59",7
"60",1
"61",4
"62",3
"63",3
"64",3
"65",6
"66",3
"67",2
"68",2
"69",2
"70",5
"71",5
"72",4
"73",2
"74",7
"75",6
"76",2
"77",3
"78",1
"79",1
"80",6
"81",7
"82",7
"83",1
"84",1
"85",6
"86",4
"87",6
"88",5
"89",7
"90",4
"91",5
"92",4
"93",6
"94",1
"95",6
"96",6
"97",5
"98",3
"99",6
"100",6
"101",5
"102",6
"103",2
"104",4
"105",3
"106",7
"107",1
"108",3
"109",2
"110",6
"111",7
"112",6
"113",5
"114",5
"115",5
"116",5
"117",1
"118",3
"119",4
"120",7
"121",6
"122",6
"123",2
"124",5
"125",3
"126",1
"127",2
"128",2
"129",1
"130",4
"131",6
"132",7
"133",3
"134",6
"135",4
"136",6
"137",5
"138",1
"139",3
"140",7
"141",1
"142",2
"143",1
"144",6
"145",3
"146",1
"147",6
"148",1
"149",7
"150",2
"151",2
"152",2
"153",4
"154",4
"155",6
"156",6
"157",3
"158",5
"159",6
"160",5
"161",1
"162",1
"163",3
"164",3
"165",2
"166",7
"167",1
"168",4
"169",6
"170",3
"171",3
"172",1
"173",4
"174",3
"175",3
"176",6
"177",3
"178",5
"179",4
"180",2
"181",5
"182",6
"183",3
"184",5
"185",5
"186",4
"187",2
"188",7
"189",3
"190",6
"191",4
"192",2
"193",6
"194",4
"195",3
"196",1
"197",1
"198",3
"199",4
"200",4
