"","x"
"1",7
"2",9
"3",11
"4",7
"5",4
"6",8
"7",2
"8",3
"9",5
"10",9
"11",3
"12",1
"13",11
"14",5
"15",11
"16",2
"17",10
"18",3
"19",7
"20",10
"21",9
"22",6
"23",9
"24",4
"25",6
"26",10
"27",7
"28",7
"29",10
"30",9
"31",11
"32",5
"33",5
"34",8
"35",7
"36",6
"37",10
"38",2
"39",2
"40",1
"41",8
"42",3
"43",10
"44",7
"45",5
"46",3
"47",3
"48",9
"49",9
"50",7
"51",10
"52",7
"53",2
"54",8
"55",3
"56",4
"57",4
"58",5
"59",11
"60",9
"61",9
"62",6
"63",7
"64",1
"65",7
"66",2
"67",4
"68",10
"69",1
"70",10
"71",9
"72",7
"73",3
"74",6
"75",1
"76",3
"77",4
"78",7
"79",5
"80",2
"81",2
"82",5
"83",11
"84",4
"85",11
"86",8
"87",9
"88",7
"89",3
"90",3
"91",2
"92",6
"93",7
"94",8
"95",3
"96",8
"97",3
"98",1
"99",11
"100",6
"101",7
"102",4
"103",9
"104",3
"105",8
"106",4
"107",1
"108",6
"109",10
"110",7
"111",9
"112",9
"113",5
"114",4
"115",6
"116",3
"117",4
"118",11
"119",8
"120",11
"121",6
"122",4
"123",6
"124",10
"125",11
"126",1
"127",1
"128",7
"129",7
"130",10
"131",7
"132",1
"133",8
"134",9
"135",7
"136",1
"137",9
"138",5
"139",5
"140",8
"141",5
"142",2
"143",10
"144",1
"145",8
"146",6
"147",3
"148",2
"149",4
"150",7
"151",6
"152",6
"153",5
"154",9
"155",10
"156",9
"157",11
"158",10
"159",6
"160",9
"161",6
"162",9
"163",7
"164",2
"165",2
"166",1
"167",8
"168",1
"169",9
"170",3
"171",4
"172",3
"173",2
"174",6
"175",2
"176",5
"177",4
"178",2
"179",2
"180",3
"181",6
"182",9
"183",7
"184",2
"185",7
"186",6
"187",5
"188",1
"189",7
"190",1
"191",2
"192",1
"193",1
"194",6
"195",10
"196",3
"197",8
"198",8
"199",3
"200",8
