"","x"
"1",8
"2",9
"3",5
"4",10
"5",8
"6",9
"7",5
"8",1
"9",6
"10",8
"11",2
"12",5
"13",11
"14",10
"15",5
"16",9
"17",4
"18",4
"19",9
"20",3
"21",6
"22",6
"23",5
"24",10
"25",2
"26",11
"27",5
"28",4
"29",4
"30",10
"31",8
"32",6
"33",5
"34",8
"35",7
"36",9
"37",11
"38",11
"39",10
"40",2
"41",11
"42",10
"43",3
"44",3
"45",3
"46",10
"47",8
"48",9
"49",2
"50",7
"51",10
"52",6
"53",9
"54",9
"55",2
"56",1
"57",5
"58",10
"59",5
"60",1
"61",9
"62",7
"63",7
"64",2
"65",3
"66",9
"67",4
"68",3
"69",1
"70",6
"71",10
"72",3
"73",10
"74",2
"75",2
"76",3
"77",11
"78",7
"79",10
"80",6
"81",10
"82",5
"83",11
"84",11
"85",5
"86",4
"87",11
"88",3
"89",6
"90",5
"91",8
"92",8
"93",4
"94",6
"95",10
"96",3
"97",2
"98",1
"99",11
"100",4
"101",4
"102",7
"103",4
"104",1
"105",8
"106",3
"107",7
"108",10
"109",1
"110",3
"111",4
"112",4
"113",6
"114",5
"115",2
"116",11
"117",2
"118",11
"119",3
"120",1
"121",4
"122",2
"123",5
"124",5
"125",10
"126",1
"127",2
"128",7
"129",9
"130",3
"131",3
"132",2
"133",3
"134",6
"135",1
"136",8
"137",4
"138",1
"139",3
"140",6
"141",8
"142",2
"143",7
"144",8
"145",10
"146",6
"147",6
"148",11
"149",5
"150",2
"151",6
"152",3
"153",3
"154",9
"155",10
"156",10
"157",1
"158",8
"159",7
"160",10
"161",6
"162",3
"163",10
"164",7
"165",2
"166",4
"167",6
"168",8
"169",7
"170",7
"171",4
"172",10
"173",7
"174",2
"175",3
"176",11
"177",3
"178",7
"179",3
"180",3
"181",2
"182",9
"183",7
"184",4
"185",2
"186",5
"187",3
"188",10
"189",8
"190",1
"191",2
"192",8
"193",9
"194",1
"195",4
"196",1
"197",7
"198",6
"199",9
"200",10
