"","x"
"1",6
"2",7
"3",6
"4",1
"5",2
"6",1
"7",4
"8",7
"9",6
"10",5
"11",6
"12",2
"13",2
"14",5
"15",2
"16",6
"17",1
"18",7
"19",5
"20",2
"21",6
"22",7
"23",4
"24",4
"25",2
"26",6
"27",6
"28",1
"29",1
"30",4
"31",2
"32",1
"33",1
"34",5
"35",7
"36",7
"37",2
"38",6
"39",4
"40",2
"41",7
"42",1
"43",7
"44",1
"45",4
"46",2
"47",2
"48",7
"49",5
"50",7
"51",2
"52",3
"53",5
"54",6
"55",3
"56",6
"57",5
"58",6
"59",6
"60",7
"61",7
"62",5
"63",7
"64",6
"65",6
"66",2
"67",3
"68",7
"69",5
"70",2
"71",4
"72",5
"73",3
"74",5
"75",1
"76",4
"77",5
"78",1
"79",1
"80",3
"81",4
"82",4
"83",4
"84",2
"85",6
"86",5
"87",5
"88",6
"89",5
"90",7
"91",4
"92",5
"93",6
"94",3
"95",7
"96",4
"97",4
"98",1
"99",4
"100",2
"101",6
"102",7
"103",7
"104",4
"105",7
"106",7
"107",1
"108",7
"109",3
"110",6
"111",2
"112",4
"113",6
"114",5
"115",6
"116",3
"117",1
"118",2
"119",3
"120",7
"121",7
"122",3
"123",7
"124",5
"125",3
"126",1
"127",2
"128",7
"129",7
"130",3
"131",4
"132",3
"133",2
"134",5
"135",4
"136",3
"137",2
"138",2
"139",2
"140",2
"141",1
"142",3
"143",2
"144",5
"145",6
"146",2
"147",4
"148",6
"149",3
"150",3
"151",2
"152",2
"153",6
"154",5
"155",2
"156",5
"157",6
"158",6
"159",5
"160",5
"161",7
"162",6
"163",5
"164",4
"165",1
"166",7
"167",2
"168",6
"169",2
"170",5
"171",3
"172",7
"173",5
"174",7
"175",2
"176",6
"177",7
"178",2
"179",7
"180",2
"181",6
"182",1
"183",1
"184",4
"185",5
"186",4
"187",6
"188",5
"189",2
"190",2
"191",3
"192",4
"193",7
"194",4
"195",4
"196",2
"197",2
"198",1
"199",2
"200",5
