"","x"
"1",8
"2",9
"3",6
"4",1
"5",8
"6",5
"7",7
"8",5
"9",9
"10",8
"11",2
"12",5
"13",11
"14",4
"15",5
"16",8
"17",6
"18",4
"19",9
"20",6
"21",4
"22",7
"23",4
"24",3
"25",3
"26",11
"27",5
"28",5
"29",9
"30",6
"31",3
"32",10
"33",5
"34",11
"35",1
"36",1
"37",11
"38",11
"39",1
"40",4
"41",8
"42",3
"43",3
"44",9
"45",1
"46",10
"47",8
"48",5
"49",8
"50",2
"51",1
"52",5
"53",5
"54",9
"55",9
"56",1
"57",8
"58",2
"59",11
"60",4
"61",9
"62",4
"63",7
"64",2
"65",8
"66",9
"67",4
"68",3
"69",1
"70",1
"71",10
"72",8
"73",9
"74",11
"75",2
"76",10
"77",5
"78",7
"79",8
"80",7
"81",7
"82",5
"83",11
"84",6
"85",5
"86",4
"87",2
"88",11
"89",5
"90",5
"91",8
"92",9
"93",8
"94",2
"95",6
"96",11
"97",2
"98",1
"99",11
"100",11
"101",3
"102",4
"103",8
"104",7
"105",8
"106",5
"107",3
"108",11
"109",2
"110",4
"111",11
"112",9
"113",10
"114",4
"115",2
"116",11
"117",8
"118",11
"119",1
"120",1
"121",2
"122",3
"123",2
"124",1
"125",5
"126",1
"127",2
"128",6
"129",3
"130",3
"131",2
"132",9
"133",1
"134",3
"135",10
"136",3
"137",11
"138",6
"139",4
"140",6
"141",9
"142",5
"143",9
"144",2
"145",3
"146",6
"147",11
"148",7
"149",4
"150",5
"151",6
"152",9
"153",1
"154",9
"155",5
"156",10
"157",3
"158",9
"159",8
"160",10
"161",6
"162",9
"163",7
"164",5
"165",11
"166",4
"167",4
"168",8
"169",7
"170",7
"171",4
"172",5
"173",5
"174",10
"175",3
"176",3
"177",6
"178",7
"179",3
"180",3
"181",1
"182",9
"183",7
"184",2
"185",4
"186",8
"187",9
"188",10
"189",7
"190",1
"191",2
"192",8
"193",1
"194",7
"195",8
"196",3
"197",4
"198",3
"199",3
"200",11
