"","x"
"1",7
"2",7
"3",4
"4",3
"5",3
"6",6
"7",7
"8",6
"9",3
"10",5
"11",7
"12",4
"13",4
"14",4
"15",7
"16",7
"17",3
"18",7
"19",6
"20",2
"21",6
"22",7
"23",1
"24",2
"25",1
"26",7
"27",6
"28",3
"29",4
"30",3
"31",1
"32",1
"33",1
"34",7
"35",5
"36",7
"37",4
"38",6
"39",4
"40",3
"41",7
"42",7
"43",7
"44",4
"45",3
"46",4
"47",2
"48",6
"49",2
"50",3
"51",4
"52",1
"53",3
"54",2
"55",4
"56",1
"57",1
"58",4
"59",3
"60",2
"61",1
"62",3
"63",4
"64",2
"65",6
"66",3
"67",2
"68",2
"69",2
"70",1
"71",3
"72",4
"73",2
"74",5
"75",7
"76",4
"77",3
"78",1
"79",1
"80",4
"81",6
"82",7
"83",1
"84",1
"85",4
"86",5
"87",6
"88",5
"89",3
"90",6
"91",5
"92",4
"93",6
"94",6
"95",6
"96",2
"97",1
"98",6
"99",6
"100",1
"101",5
"102",7
"103",3
"104",4
"105",2
"106",7
"107",5
"108",4
"109",2
"110",6
"111",1
"112",6
"113",5
"114",5
"115",4
"116",7
"117",1
"118",3
"119",4
"120",7
"121",6
"122",3
"123",7
"124",5
"125",3
"126",1
"127",7
"128",1
"129",1
"130",4
"131",7
"132",2
"133",5
"134",6
"135",7
"136",4
"137",4
"138",1
"139",1
"140",4
"141",1
"142",5
"143",1
"144",6
"145",1
"146",6
"147",7
"148",1
"149",4
"150",2
"151",7
"152",2
"153",3
"154",4
"155",2
"156",6
"157",5
"158",5
"159",6
"160",5
"161",2
"162",7
"163",1
"164",3
"165",6
"166",4
"167",1
"168",3
"169",2
"170",7
"171",5
"172",3
"173",6
"174",4
"175",1
"176",4
"177",3
"178",5
"179",3
"180",7
"181",7
"182",1
"183",3
"184",5
"185",5
"186",4
"187",4
"188",7
"189",3
"190",6
"191",5
"192",3
"193",6
"194",4
"195",3
"196",4
"197",6
"198",3
"199",4
"200",4
