"","x"
"1",7
"2",7
"3",2
"4",2
"5",3
"6",4
"7",7
"8",6
"9",6
"10",6
"11",7
"12",3
"13",4
"14",4
"15",5
"16",3
"17",6
"18",5
"19",6
"20",5
"21",2
"22",7
"23",7
"24",3
"25",1
"26",6
"27",2
"28",7
"29",3
"30",3
"31",5
"32",1
"33",1
"34",7
"35",3
"36",2
"37",3
"38",6
"39",4
"40",3
"41",2
"42",7
"43",3
"44",6
"45",5
"46",3
"47",6
"48",6
"49",7
"50",3
"51",4
"52",2
"53",2
"54",4
"55",1
"56",4
"57",2
"58",7
"59",7
"60",2
"61",3
"62",1
"63",2
"64",4
"65",6
"66",3
"67",2
"68",2
"69",1
"70",4
"71",7
"72",4
"73",2
"74",1
"75",4
"76",5
"77",3
"78",1
"79",1
"80",7
"81",2
"82",5
"83",6
"84",1
"85",2
"86",4
"87",6
"88",5
"89",7
"90",5
"91",7
"92",4
"93",4
"94",4
"95",6
"96",4
"97",3
"98",4
"99",6
"100",2
"101",4
"102",5
"103",6
"104",4
"105",4
"106",4
"107",4
"108",2
"109",2
"110",6
"111",3
"112",6
"113",4
"114",5
"115",3
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",2
"124",5
"125",4
"126",2
"127",2
"128",5
"129",3
"130",4
"131",4
"132",6
"133",6
"134",4
"135",1
"136",2
"137",4
"138",1
"139",6
"140",3
"141",1
"142",5
"143",1
"144",6
"145",2
"146",3
"147",1
"148",6
"149",6
"150",2
"151",7
"152",2
"153",6
"154",4
"155",2
"156",6
"157",3
"158",5
"159",6
"160",5
"161",5
"162",6
"163",3
"164",3
"165",7
"166",6
"167",1
"168",3
"169",4
"170",7
"171",6
"172",7
"173",2
"174",7
"175",1
"176",7
"177",7
"178",1
"179",3
"180",3
"181",5
"182",4
"183",3
"184",5
"185",5
"186",4
"187",3
"188",7
"189",2
"190",2
"191",5
"192",4
"193",6
"194",4
"195",3
"196",7
"197",6
"198",3
"199",4
"200",4
