"","x"
"1",8
"2",7
"3",11
"4",9
"5",6
"6",10
"7",1
"8",11
"9",11
"10",8
"11",2
"12",2
"13",11
"14",9
"15",11
"16",2
"17",1
"18",4
"19",9
"20",10
"21",4
"22",4
"23",8
"24",9
"25",10
"26",11
"27",5
"28",9
"29",2
"30",5
"31",10
"32",7
"33",5
"34",2
"35",2
"36",1
"37",11
"38",7
"39",4
"40",1
"41",1
"42",3
"43",3
"44",9
"45",11
"46",10
"47",8
"48",8
"49",11
"50",2
"51",2
"52",7
"53",4
"54",9
"55",9
"56",10
"57",9
"58",1
"59",10
"60",9
"61",9
"62",4
"63",7
"64",6
"65",1
"66",9
"67",4
"68",3
"69",1
"70",3
"71",10
"72",3
"73",2
"74",10
"75",2
"76",11
"77",11
"78",7
"79",5
"80",9
"81",9
"82",5
"83",11
"84",8
"85",5
"86",4
"87",6
"88",5
"89",5
"90",5
"91",8
"92",8
"93",5
"94",2
"95",3
"96",11
"97",2
"98",1
"99",11
"100",8
"101",5
"102",4
"103",5
"104",11
"105",8
"106",4
"107",8
"108",7
"109",5
"110",8
"111",4
"112",6
"113",5
"114",6
"115",2
"116",9
"117",1
"118",11
"119",2
"120",4
"121",5
"122",11
"123",9
"124",11
"125",7
"126",1
"127",8
"128",11
"129",8
"130",1
"131",10
"132",5
"133",3
"134",4
"135",6
"136",3
"137",1
"138",10
"139",5
"140",6
"141",8
"142",2
"143",3
"144",2
"145",10
"146",6
"147",6
"148",8
"149",8
"150",8
"151",6
"152",8
"153",7
"154",9
"155",8
"156",10
"157",7
"158",7
"159",3
"160",10
"161",6
"162",6
"163",8
"164",9
"165",10
"166",7
"167",2
"168",8
"169",7
"170",9
"171",4
"172",6
"173",7
"174",9
"175",3
"176",6
"177",11
"178",1
"179",3
"180",3
"181",6
"182",9
"183",7
"184",6
"185",3
"186",3
"187",8
"188",10
"189",3
"190",1
"191",2
"192",8
"193",11
"194",7
"195",11
"196",3
"197",9
"198",10
"199",8
"200",2
