"","x"
"1",4
"2",7
"3",1
"4",4
"5",3
"6",6
"7",4
"8",6
"9",5
"10",2
"11",7
"12",3
"13",4
"14",2
"15",5
"16",5
"17",4
"18",5
"19",6
"20",5
"21",1
"22",7
"23",5
"24",2
"25",1
"26",7
"27",3
"28",1
"29",5
"30",6
"31",5
"32",1
"33",1
"34",7
"35",7
"36",7
"37",7
"38",6
"39",4
"40",3
"41",5
"42",2
"43",6
"44",4
"45",7
"46",6
"47",2
"48",6
"49",5
"50",2
"51",4
"52",1
"53",7
"54",5
"55",4
"56",5
"57",7
"58",5
"59",6
"60",5
"61",5
"62",4
"63",1
"64",1
"65",6
"66",3
"67",2
"68",2
"69",3
"70",6
"71",6
"72",4
"73",2
"74",2
"75",1
"76",5
"77",6
"78",1
"79",1
"80",6
"81",4
"82",6
"83",2
"84",1
"85",6
"86",4
"87",6
"88",5
"89",2
"90",1
"91",1
"92",4
"93",7
"94",5
"95",6
"96",3
"97",7
"98",4
"99",6
"100",1
"101",3
"102",1
"103",6
"104",4
"105",5
"106",1
"107",7
"108",1
"109",2
"110",6
"111",7
"112",6
"113",4
"114",5
"115",6
"116",6
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",3
"124",6
"125",2
"126",1
"127",5
"128",5
"129",6
"130",4
"131",4
"132",3
"133",1
"134",1
"135",6
"136",2
"137",2
"138",1
"139",7
"140",5
"141",1
"142",4
"143",1
"144",6
"145",1
"146",1
"147",3
"148",7
"149",1
"150",2
"151",7
"152",2
"153",4
"154",4
"155",2
"156",6
"157",3
"158",5
"159",6
"160",5
"161",2
"162",3
"163",1
"164",3
"165",5
"166",6
"167",1
"168",4
"169",1
"170",6
"171",2
"172",1
"173",7
"174",6
"175",6
"176",6
"177",3
"178",4
"179",3
"180",2
"181",1
"182",1
"183",3
"184",5
"185",5
"186",5
"187",5
"188",7
"189",7
"190",6
"191",6
"192",4
"193",6
"194",4
"195",3
"196",4
"197",7
"198",3
"199",4
"200",4
