"","x"
"1",4
"2",7
"3",4
"4",6
"5",3
"6",2
"7",6
"8",6
"9",4
"10",7
"11",7
"12",6
"13",4
"14",5
"15",3
"16",4
"17",5
"18",6
"19",6
"20",6
"21",5
"22",7
"23",3
"24",5
"25",1
"26",6
"27",4
"28",2
"29",4
"30",4
"31",5
"32",1
"33",1
"34",7
"35",6
"36",2
"37",4
"38",6
"39",4
"40",3
"41",2
"42",2
"43",1
"44",3
"45",7
"46",6
"47",2
"48",6
"49",4
"50",1
"51",4
"52",7
"53",2
"54",6
"55",1
"56",4
"57",4
"58",2
"59",2
"60",2
"61",3
"62",3
"63",3
"64",6
"65",6
"66",3
"67",2
"68",2
"69",1
"70",3
"71",2
"72",4
"73",2
"74",2
"75",5
"76",2
"77",1
"78",1
"79",1
"80",6
"81",5
"82",4
"83",3
"84",1
"85",7
"86",3
"87",6
"88",5
"89",4
"90",7
"91",5
"92",4
"93",4
"94",4
"95",6
"96",6
"97",7
"98",2
"99",6
"100",4
"101",7
"102",5
"103",4
"104",4
"105",1
"106",6
"107",4
"108",6
"109",2
"110",6
"111",4
"112",6
"113",1
"114",5
"115",4
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",5
"123",3
"124",1
"125",2
"126",1
"127",3
"128",7
"129",6
"130",4
"131",2
"132",2
"133",1
"134",5
"135",3
"136",3
"137",5
"138",1
"139",2
"140",3
"141",1
"142",3
"143",1
"144",6
"145",5
"146",2
"147",2
"148",7
"149",6
"150",2
"151",2
"152",2
"153",7
"154",4
"155",7
"156",6
"157",5
"158",5
"159",6
"160",5
"161",6
"162",4
"163",4
"164",3
"165",5
"166",5
"167",1
"168",5
"169",3
"170",1
"171",2
"172",6
"173",3
"174",7
"175",2
"176",3
"177",4
"178",6
"179",1
"180",6
"181",2
"182",6
"183",3
"184",5
"185",5
"186",6
"187",3
"188",7
"189",6
"190",5
"191",6
"192",5
"193",6
"194",4
"195",3
"196",2
"197",4
"198",3
"199",4
"200",4
