"","x"
"1",8
"2",10
"3",9
"4",2
"5",7
"6",5
"7",3
"8",1
"9",10
"10",5
"11",2
"12",1
"13",11
"14",3
"15",9
"16",6
"17",7
"18",4
"19",9
"20",4
"21",7
"22",7
"23",10
"24",10
"25",11
"26",11
"27",5
"28",4
"29",8
"30",8
"31",11
"32",11
"33",5
"34",8
"35",9
"36",11
"37",11
"38",6
"39",2
"40",2
"41",9
"42",3
"43",3
"44",10
"45",8
"46",10
"47",8
"48",4
"49",8
"50",8
"51",5
"52",6
"53",2
"54",9
"55",1
"56",6
"57",7
"58",7
"59",10
"60",7
"61",9
"62",10
"63",7
"64",8
"65",3
"66",9
"67",4
"68",3
"69",1
"70",7
"71",10
"72",4
"73",10
"74",2
"75",2
"76",9
"77",1
"78",7
"79",2
"80",8
"81",11
"82",5
"83",11
"84",8
"85",5
"86",4
"87",11
"88",6
"89",9
"90",5
"91",8
"92",3
"93",8
"94",5
"95",11
"96",9
"97",2
"98",1
"99",11
"100",8
"101",1
"102",7
"103",5
"104",11
"105",8
"106",8
"107",11
"108",1
"109",8
"110",11
"111",4
"112",7
"113",10
"114",6
"115",2
"116",10
"117",10
"118",11
"119",7
"120",5
"121",9
"122",7
"123",6
"124",10
"125",8
"126",1
"127",10
"128",3
"129",9
"130",11
"131",9
"132",6
"133",5
"134",3
"135",4
"136",9
"137",5
"138",7
"139",2
"140",6
"141",9
"142",8
"143",10
"144",8
"145",2
"146",6
"147",5
"148",5
"149",10
"150",8
"151",2
"152",5
"153",7
"154",9
"155",5
"156",10
"157",3
"158",11
"159",6
"160",10
"161",6
"162",9
"163",11
"164",2
"165",9
"166",4
"167",6
"168",8
"169",7
"170",4
"171",4
"172",6
"173",1
"174",5
"175",3
"176",4
"177",11
"178",4
"179",3
"180",3
"181",1
"182",9
"183",7
"184",11
"185",6
"186",1
"187",10
"188",10
"189",8
"190",1
"191",2
"192",8
"193",3
"194",2
"195",4
"196",10
"197",2
"198",4
"199",8
"200",1
