"","x"
"1",8
"2",3
"3",10
"4",6
"5",8
"6",11
"7",1
"8",11
"9",10
"10",8
"11",2
"12",3
"13",11
"14",9
"15",5
"16",9
"17",8
"18",4
"19",9
"20",3
"21",7
"22",3
"23",9
"24",11
"25",8
"26",11
"27",5
"28",4
"29",6
"30",3
"31",6
"32",9
"33",5
"34",2
"35",3
"36",2
"37",11
"38",3
"39",2
"40",4
"41",3
"42",9
"43",3
"44",9
"45",11
"46",10
"47",8
"48",6
"49",10
"50",3
"51",6
"52",1
"53",8
"54",9
"55",4
"56",9
"57",9
"58",9
"59",11
"60",1
"61",9
"62",6
"63",7
"64",5
"65",11
"66",9
"67",4
"68",3
"69",1
"70",2
"71",10
"72",11
"73",9
"74",3
"75",2
"76",4
"77",1
"78",7
"79",4
"80",7
"81",9
"82",5
"83",11
"84",7
"85",5
"86",4
"87",11
"88",1
"89",5
"90",5
"91",8
"92",9
"93",1
"94",6
"95",11
"96",4
"97",2
"98",1
"99",11
"100",8
"101",7
"102",6
"103",2
"104",10
"105",8
"106",11
"107",2
"108",4
"109",4
"110",1
"111",4
"112",6
"113",10
"114",11
"115",2
"116",3
"117",3
"118",11
"119",10
"120",7
"121",11
"122",8
"123",7
"124",7
"125",10
"126",1
"127",6
"128",1
"129",9
"130",3
"131",10
"132",8
"133",8
"134",6
"135",3
"136",5
"137",5
"138",4
"139",5
"140",6
"141",2
"142",6
"143",4
"144",11
"145",1
"146",6
"147",7
"148",11
"149",10
"150",4
"151",2
"152",5
"153",5
"154",9
"155",3
"156",10
"157",4
"158",4
"159",1
"160",10
"161",6
"162",1
"163",5
"164",11
"165",1
"166",3
"167",4
"168",8
"169",7
"170",11
"171",4
"172",1
"173",2
"174",8
"175",3
"176",3
"177",8
"178",11
"179",3
"180",3
"181",7
"182",9
"183",7
"184",11
"185",1
"186",7
"187",9
"188",10
"189",7
"190",1
"191",2
"192",8
"193",9
"194",4
"195",5
"196",10
"197",10
"198",5
"199",1
"200",9
