"","x"
"1",8
"2",10
"3",11
"4",2
"5",4
"6",5
"7",4
"8",11
"9",6
"10",8
"11",2
"12",2
"13",11
"14",10
"15",7
"16",1
"17",3
"18",4
"19",9
"20",11
"21",1
"22",7
"23",3
"24",6
"25",11
"26",11
"27",5
"28",8
"29",1
"30",2
"31",2
"32",9
"33",5
"34",2
"35",7
"36",1
"37",11
"38",9
"39",4
"40",11
"41",11
"42",3
"43",3
"44",6
"45",6
"46",10
"47",8
"48",9
"49",10
"50",11
"51",7
"52",3
"53",5
"54",9
"55",9
"56",5
"57",5
"58",8
"59",6
"60",9
"61",9
"62",4
"63",7
"64",2
"65",4
"66",9
"67",4
"68",3
"69",1
"70",1
"71",10
"72",9
"73",10
"74",8
"75",2
"76",6
"77",1
"78",7
"79",9
"80",11
"81",11
"82",5
"83",11
"84",2
"85",5
"86",4
"87",10
"88",5
"89",11
"90",5
"91",8
"92",11
"93",7
"94",8
"95",8
"96",8
"97",2
"98",1
"99",11
"100",3
"101",11
"102",6
"103",2
"104",6
"105",8
"106",2
"107",9
"108",3
"109",7
"110",6
"111",4
"112",1
"113",10
"114",3
"115",2
"116",7
"117",10
"118",11
"119",5
"120",3
"121",9
"122",4
"123",4
"124",1
"125",10
"126",1
"127",10
"128",4
"129",6
"130",11
"131",8
"132",6
"133",6
"134",11
"135",5
"136",2
"137",5
"138",2
"139",9
"140",6
"141",9
"142",8
"143",8
"144",4
"145",3
"146",6
"147",1
"148",11
"149",10
"150",4
"151",2
"152",2
"153",6
"154",9
"155",4
"156",10
"157",6
"158",6
"159",8
"160",10
"161",6
"162",10
"163",10
"164",3
"165",2
"166",10
"167",10
"168",8
"169",7
"170",4
"171",4
"172",3
"173",3
"174",9
"175",3
"176",3
"177",8
"178",7
"179",3
"180",3
"181",11
"182",9
"183",7
"184",9
"185",11
"186",5
"187",4
"188",10
"189",5
"190",1
"191",2
"192",8
"193",7
"194",7
"195",11
"196",10
"197",2
"198",3
"199",6
"200",10
