"","x"
"1",8
"2",1
"3",10
"4",6
"5",1
"6",3
"7",4
"8",7
"9",3
"10",8
"11",2
"12",4
"13",11
"14",1
"15",4
"16",4
"17",10
"18",4
"19",9
"20",11
"21",2
"22",11
"23",6
"24",8
"25",6
"26",11
"27",5
"28",4
"29",10
"30",9
"31",6
"32",1
"33",5
"34",7
"35",4
"36",3
"37",11
"38",6
"39",8
"40",7
"41",10
"42",3
"43",3
"44",6
"45",1
"46",10
"47",8
"48",9
"49",1
"50",3
"51",4
"52",5
"53",10
"54",9
"55",9
"56",4
"57",6
"58",2
"59",7
"60",11
"61",9
"62",9
"63",7
"64",2
"65",2
"66",9
"67",4
"68",3
"69",1
"70",8
"71",10
"72",8
"73",10
"74",7
"75",2
"76",8
"77",9
"78",7
"79",1
"80",4
"81",8
"82",5
"83",11
"84",11
"85",5
"86",4
"87",9
"88",1
"89",5
"90",5
"91",8
"92",6
"93",6
"94",8
"95",11
"96",9
"97",2
"98",1
"99",11
"100",2
"101",3
"102",11
"103",11
"104",9
"105",8
"106",2
"107",8
"108",1
"109",10
"110",8
"111",4
"112",7
"113",5
"114",10
"115",2
"116",1
"117",8
"118",11
"119",9
"120",5
"121",3
"122",2
"123",5
"124",10
"125",10
"126",1
"127",4
"128",6
"129",6
"130",3
"131",3
"132",4
"133",7
"134",3
"135",6
"136",7
"137",7
"138",7
"139",4
"140",6
"141",8
"142",3
"143",11
"144",11
"145",2
"146",6
"147",10
"148",2
"149",10
"150",11
"151",6
"152",10
"153",2
"154",9
"155",9
"156",10
"157",1
"158",4
"159",9
"160",10
"161",6
"162",6
"163",8
"164",10
"165",10
"166",2
"167",3
"168",8
"169",7
"170",2
"171",4
"172",10
"173",4
"174",1
"175",3
"176",2
"177",5
"178",8
"179",3
"180",3
"181",7
"182",9
"183",7
"184",8
"185",3
"186",9
"187",3
"188",10
"189",4
"190",1
"191",2
"192",8
"193",3
"194",3
"195",4
"196",3
"197",11
"198",8
"199",11
"200",1
