"","x"
"1",8
"2",10
"3",3
"4",4
"5",5
"6",4
"7",9
"8",5
"9",2
"10",8
"11",2
"12",2
"13",11
"14",2
"15",10
"16",11
"17",11
"18",4
"19",9
"20",5
"21",5
"22",4
"23",11
"24",5
"25",4
"26",11
"27",5
"28",6
"29",3
"30",8
"31",11
"32",9
"33",5
"34",10
"35",7
"36",11
"37",11
"38",6
"39",10
"40",6
"41",5
"42",10
"43",3
"44",3
"45",3
"46",10
"47",8
"48",9
"49",2
"50",8
"51",6
"52",8
"53",1
"54",9
"55",11
"56",3
"57",2
"58",11
"59",4
"60",11
"61",9
"62",4
"63",7
"64",8
"65",2
"66",9
"67",4
"68",3
"69",1
"70",2
"71",10
"72",10
"73",7
"74",7
"75",2
"76",8
"77",11
"78",7
"79",10
"80",11
"81",10
"82",5
"83",11
"84",9
"85",5
"86",4
"87",11
"88",1
"89",9
"90",5
"91",8
"92",3
"93",1
"94",8
"95",7
"96",2
"97",2
"98",1
"99",11
"100",1
"101",9
"102",6
"103",7
"104",11
"105",8
"106",6
"107",10
"108",11
"109",6
"110",4
"111",6
"112",5
"113",7
"114",4
"115",2
"116",9
"117",5
"118",11
"119",10
"120",7
"121",6
"122",3
"123",9
"124",5
"125",6
"126",1
"127",7
"128",9
"129",6
"130",2
"131",9
"132",3
"133",10
"134",5
"135",5
"136",1
"137",2
"138",7
"139",6
"140",6
"141",1
"142",2
"143",5
"144",6
"145",6
"146",6
"147",10
"148",2
"149",10
"150",2
"151",6
"152",8
"153",3
"154",9
"155",7
"156",10
"157",4
"158",2
"159",2
"160",10
"161",6
"162",2
"163",11
"164",5
"165",1
"166",4
"167",3
"168",8
"169",7
"170",9
"171",4
"172",11
"173",4
"174",1
"175",3
"176",3
"177",3
"178",4
"179",3
"180",3
"181",4
"182",9
"183",7
"184",11
"185",5
"186",9
"187",4
"188",10
"189",4
"190",1
"191",2
"192",8
"193",5
"194",2
"195",4
"196",11
"197",3
"198",11
"199",1
"200",4
