"","x"
"1",2
"2",7
"3",1
"4",4
"5",3
"6",7
"7",4
"8",6
"9",7
"10",2
"11",7
"12",2
"13",4
"14",7
"15",2
"16",5
"17",3
"18",6
"19",6
"20",1
"21",2
"22",7
"23",4
"24",7
"25",1
"26",3
"27",3
"28",5
"29",1
"30",4
"31",1
"32",1
"33",1
"34",7
"35",5
"36",7
"37",7
"38",6
"39",4
"40",3
"41",2
"42",3
"43",7
"44",1
"45",2
"46",1
"47",6
"48",6
"49",7
"50",6
"51",4
"52",4
"53",6
"54",5
"55",3
"56",7
"57",6
"58",1
"59",2
"60",2
"61",2
"62",3
"63",4
"64",3
"65",6
"66",3
"67",2
"68",2
"69",4
"70",6
"71",2
"72",4
"73",2
"74",1
"75",6
"76",7
"77",1
"78",1
"79",1
"80",5
"81",3
"82",7
"83",3
"84",1
"85",3
"86",2
"87",6
"88",5
"89",7
"90",4
"91",1
"92",4
"93",2
"94",1
"95",6
"96",4
"97",2
"98",7
"99",6
"100",1
"101",3
"102",3
"103",3
"104",4
"105",5
"106",1
"107",4
"108",3
"109",2
"110",6
"111",4
"112",6
"113",5
"114",5
"115",5
"116",3
"117",1
"118",3
"119",4
"120",7
"121",6
"122",1
"123",5
"124",4
"125",1
"126",1
"127",1
"128",1
"129",5
"130",4
"131",6
"132",3
"133",1
"134",5
"135",7
"136",2
"137",4
"138",1
"139",5
"140",7
"141",1
"142",7
"143",1
"144",6
"145",1
"146",7
"147",3
"148",3
"149",1
"150",2
"151",7
"152",2
"153",2
"154",4
"155",2
"156",6
"157",2
"158",5
"159",6
"160",5
"161",5
"162",2
"163",6
"164",3
"165",7
"166",1
"167",1
"168",6
"169",6
"170",3
"171",3
"172",3
"173",7
"174",1
"175",6
"176",2
"177",6
"178",7
"179",4
"180",4
"181",5
"182",3
"183",3
"184",5
"185",5
"186",6
"187",6
"188",7
"189",3
"190",5
"191",5
"192",4
"193",6
"194",4
"195",3
"196",5
"197",2
"198",3
"199",4
"200",4
