"","x"
"1",8
"2",8
"3",4
"4",9
"5",3
"6",5
"7",7
"8",9
"9",2
"10",8
"11",2
"12",10
"13",11
"14",1
"15",7
"16",6
"17",8
"18",4
"19",9
"20",8
"21",9
"22",9
"23",8
"24",8
"25",9
"26",11
"27",5
"28",6
"29",7
"30",7
"31",9
"32",5
"33",5
"34",6
"35",5
"36",6
"37",11
"38",7
"39",10
"40",2
"41",1
"42",3
"43",3
"44",7
"45",7
"46",10
"47",8
"48",6
"49",9
"50",11
"51",5
"52",6
"53",2
"54",9
"55",6
"56",2
"57",7
"58",2
"59",3
"60",4
"61",9
"62",6
"63",7
"64",4
"65",11
"66",9
"67",4
"68",3
"69",1
"70",1
"71",10
"72",11
"73",2
"74",4
"75",2
"76",6
"77",3
"78",7
"79",4
"80",6
"81",8
"82",5
"83",11
"84",2
"85",5
"86",4
"87",11
"88",9
"89",4
"90",5
"91",8
"92",8
"93",7
"94",3
"95",10
"96",3
"97",2
"98",1
"99",11
"100",2
"101",6
"102",1
"103",9
"104",7
"105",8
"106",10
"107",10
"108",11
"109",4
"110",7
"111",6
"112",8
"113",8
"114",11
"115",2
"116",1
"117",9
"118",11
"119",2
"120",3
"121",7
"122",8
"123",1
"124",11
"125",1
"126",1
"127",7
"128",7
"129",3
"130",5
"131",1
"132",1
"133",7
"134",2
"135",1
"136",5
"137",4
"138",7
"139",11
"140",6
"141",4
"142",9
"143",6
"144",1
"145",8
"146",6
"147",9
"148",6
"149",10
"150",4
"151",6
"152",6
"153",10
"154",9
"155",1
"156",10
"157",3
"158",4
"159",3
"160",10
"161",6
"162",2
"163",10
"164",9
"165",4
"166",7
"167",8
"168",8
"169",7
"170",2
"171",4
"172",5
"173",2
"174",5
"175",3
"176",9
"177",7
"178",10
"179",3
"180",3
"181",4
"182",9
"183",7
"184",1
"185",9
"186",2
"187",11
"188",10
"189",2
"190",1
"191",2
"192",8
"193",11
"194",1
"195",5
"196",7
"197",7
"198",5
"199",10
"200",10
