"","x"
"1",2
"2",6
"3",6
"4",1
"5",1
"6",6
"7",3
"8",7
"9",3
"10",3
"11",4
"12",7
"13",2
"14",1
"15",5
"16",5
"17",5
"18",4
"19",6
"20",5
"21",6
"22",7
"23",3
"24",5
"25",2
"26",6
"27",5
"28",1
"29",6
"30",7
"31",7
"32",1
"33",1
"34",5
"35",4
"36",2
"37",3
"38",6
"39",2
"40",2
"41",3
"42",3
"43",3
"44",6
"45",5
"46",7
"47",7
"48",7
"49",6
"50",5
"51",4
"52",2
"53",2
"54",4
"55",2
"56",7
"57",5
"58",6
"59",7
"60",7
"61",4
"62",7
"63",7
"64",7
"65",6
"66",2
"67",3
"68",3
"69",6
"70",5
"71",4
"72",2
"73",1
"74",5
"75",2
"76",4
"77",5
"78",4
"79",2
"80",4
"81",7
"82",3
"83",3
"84",3
"85",1
"86",7
"87",5
"88",3
"89",5
"90",6
"91",6
"92",2
"93",6
"94",7
"95",7
"96",7
"97",2
"98",7
"99",5
"100",7
"101",7
"102",3
"103",5
"104",2
"105",7
"106",4
"107",5
"108",3
"109",1
"110",6
"111",3
"112",4
"113",2
"114",5
"115",5
"116",5
"117",1
"118",3
"119",4
"120",3
"121",4
"122",7
"123",3
"124",3
"125",1
"126",1
"127",5
"128",4
"129",5
"130",2
"131",5
"132",7
"133",6
"134",2
"135",3
"136",5
"137",2
"138",2
"139",5
"140",5
"141",1
"142",6
"143",2
"144",5
"145",2
"146",4
"147",3
"148",6
"149",4
"150",3
"151",1
"152",1
"153",2
"154",2
"155",1
"156",5
"157",2
"158",6
"159",5
"160",2
"161",4
"162",1
"163",5
"164",4
"165",2
"166",3
"167",2
"168",2
"169",2
"170",4
"171",2
"172",6
"173",2
"174",5
"175",2
"176",3
"177",4
"178",5
"179",7
"180",2
"181",1
"182",4
"183",2
"184",3
"185",4
"186",6
"187",2
"188",2
"189",1
"190",3
"191",6
"192",1
"193",7
"194",4
"195",4
"196",1
"197",4
"198",1
"199",1
"200",4
