"","x"
"1",8
"2",6
"3",5
"4",4
"5",2
"6",4
"7",7
"8",10
"9",1
"10",8
"11",2
"12",8
"13",11
"14",10
"15",3
"16",2
"17",3
"18",4
"19",9
"20",10
"21",5
"22",3
"23",2
"24",5
"25",2
"26",11
"27",5
"28",3
"29",9
"30",10
"31",7
"32",1
"33",5
"34",5
"35",8
"36",4
"37",11
"38",7
"39",11
"40",4
"41",4
"42",11
"43",3
"44",10
"45",10
"46",10
"47",8
"48",2
"49",5
"50",8
"51",5
"52",8
"53",3
"54",9
"55",9
"56",9
"57",7
"58",9
"59",4
"60",11
"61",9
"62",4
"63",7
"64",3
"65",1
"66",9
"67",4
"68",3
"69",1
"70",7
"71",10
"72",4
"73",4
"74",10
"75",2
"76",3
"77",8
"78",7
"79",5
"80",2
"81",9
"82",5
"83",11
"84",11
"85",5
"86",4
"87",5
"88",5
"89",10
"90",5
"91",8
"92",11
"93",1
"94",7
"95",7
"96",10
"97",2
"98",1
"99",11
"100",10
"101",10
"102",4
"103",9
"104",4
"105",8
"106",7
"107",1
"108",4
"109",7
"110",4
"111",4
"112",11
"113",4
"114",11
"115",2
"116",9
"117",9
"118",11
"119",3
"120",10
"121",1
"122",3
"123",9
"124",8
"125",9
"126",1
"127",8
"128",10
"129",10
"130",9
"131",6
"132",2
"133",6
"134",3
"135",8
"136",2
"137",9
"138",7
"139",10
"140",6
"141",7
"142",9
"143",3
"144",11
"145",6
"146",6
"147",3
"148",2
"149",3
"150",3
"151",6
"152",5
"153",7
"154",9
"155",1
"156",10
"157",11
"158",9
"159",6
"160",10
"161",6
"162",7
"163",9
"164",7
"165",8
"166",2
"167",7
"168",8
"169",7
"170",8
"171",4
"172",3
"173",1
"174",5
"175",3
"176",8
"177",5
"178",8
"179",3
"180",3
"181",7
"182",9
"183",7
"184",9
"185",6
"186",4
"187",10
"188",10
"189",1
"190",1
"191",2
"192",8
"193",8
"194",5
"195",8
"196",10
"197",5
"198",4
"199",10
"200",1
