"","x"
"1",8
"2",9
"3",1
"4",9
"5",8
"6",6
"7",2
"8",3
"9",10
"10",8
"11",2
"12",7
"13",11
"14",11
"15",2
"16",9
"17",2
"18",4
"19",9
"20",4
"21",9
"22",2
"23",9
"24",8
"25",6
"26",11
"27",5
"28",9
"29",1
"30",1
"31",1
"32",3
"33",5
"34",6
"35",11
"36",7
"37",11
"38",2
"39",4
"40",9
"41",8
"42",3
"43",3
"44",4
"45",6
"46",10
"47",8
"48",10
"49",4
"50",4
"51",8
"52",3
"53",2
"54",9
"55",8
"56",4
"57",4
"58",5
"59",3
"60",11
"61",9
"62",10
"63",7
"64",10
"65",6
"66",9
"67",4
"68",3
"69",1
"70",10
"71",10
"72",3
"73",2
"74",6
"75",2
"76",8
"77",1
"78",7
"79",6
"80",11
"81",7
"82",5
"83",11
"84",7
"85",5
"86",4
"87",7
"88",7
"89",4
"90",5
"91",8
"92",9
"93",8
"94",6
"95",6
"96",10
"97",2
"98",1
"99",11
"100",1
"101",1
"102",2
"103",6
"104",8
"105",8
"106",1
"107",2
"108",2
"109",7
"110",4
"111",11
"112",10
"113",9
"114",6
"115",2
"116",11
"117",8
"118",11
"119",1
"120",3
"121",1
"122",1
"123",8
"124",3
"125",3
"126",1
"127",3
"128",8
"129",10
"130",5
"131",8
"132",6
"133",3
"134",11
"135",7
"136",3
"137",5
"138",11
"139",4
"140",6
"141",1
"142",8
"143",9
"144",3
"145",4
"146",6
"147",6
"148",2
"149",10
"150",6
"151",2
"152",3
"153",4
"154",9
"155",5
"156",10
"157",8
"158",8
"159",9
"160",10
"161",6
"162",6
"163",1
"164",2
"165",4
"166",8
"167",8
"168",8
"169",7
"170",9
"171",4
"172",3
"173",7
"174",5
"175",3
"176",4
"177",5
"178",3
"179",3
"180",3
"181",3
"182",9
"183",7
"184",2
"185",9
"186",2
"187",3
"188",10
"189",2
"190",1
"191",2
"192",8
"193",5
"194",5
"195",11
"196",10
"197",2
"198",8
"199",7
"200",6
