"","x"
"1",4
"2",7
"3",1
"4",1
"5",3
"6",6
"7",3
"8",6
"9",1
"10",5
"11",7
"12",7
"13",4
"14",4
"15",1
"16",4
"17",1
"18",6
"19",6
"20",7
"21",2
"22",7
"23",7
"24",6
"25",1
"26",4
"27",4
"28",7
"29",7
"30",5
"31",6
"32",1
"33",1
"34",7
"35",4
"36",1
"37",3
"38",6
"39",4
"40",3
"41",7
"42",2
"43",4
"44",2
"45",1
"46",4
"47",2
"48",6
"49",6
"50",3
"51",4
"52",7
"53",3
"54",1
"55",1
"56",7
"57",1
"58",1
"59",5
"60",4
"61",6
"62",5
"63",5
"64",2
"65",6
"66",3
"67",2
"68",2
"69",1
"70",7
"71",6
"72",4
"73",2
"74",3
"75",7
"76",2
"77",3
"78",1
"79",1
"80",5
"81",6
"82",3
"83",1
"84",1
"85",5
"86",6
"87",6
"88",5
"89",3
"90",2
"91",4
"92",4
"93",6
"94",2
"95",6
"96",2
"97",3
"98",7
"99",6
"100",1
"101",5
"102",5
"103",1
"104",4
"105",3
"106",1
"107",5
"108",7
"109",2
"110",6
"111",4
"112",6
"113",5
"114",5
"115",4
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",3
"123",6
"124",2
"125",2
"126",1
"127",5
"128",4
"129",2
"130",4
"131",3
"132",2
"133",3
"134",3
"135",5
"136",6
"137",7
"138",1
"139",1
"140",1
"141",1
"142",7
"143",1
"144",6
"145",3
"146",5
"147",3
"148",5
"149",7
"150",2
"151",7
"152",2
"153",4
"154",4
"155",4
"156",6
"157",4
"158",5
"159",6
"160",5
"161",5
"162",3
"163",5
"164",3
"165",2
"166",2
"167",1
"168",1
"169",5
"170",6
"171",6
"172",6
"173",3
"174",3
"175",5
"176",2
"177",7
"178",6
"179",2
"180",4
"181",5
"182",7
"183",3
"184",5
"185",5
"186",3
"187",1
"188",7
"189",2
"190",3
"191",6
"192",5
"193",6
"194",4
"195",3
"196",7
"197",2
"198",3
"199",4
"200",4
