"","x"
"1",8
"2",3
"3",6
"4",3
"5",9
"6",4
"7",1
"8",2
"9",10
"10",8
"11",2
"12",7
"13",11
"14",6
"15",11
"16",11
"17",7
"18",4
"19",9
"20",4
"21",1
"22",8
"23",8
"24",1
"25",4
"26",11
"27",5
"28",11
"29",11
"30",11
"31",1
"32",6
"33",5
"34",1
"35",3
"36",6
"37",11
"38",3
"39",9
"40",1
"41",1
"42",3
"43",3
"44",6
"45",9
"46",10
"47",8
"48",6
"49",1
"50",2
"51",2
"52",8
"53",2
"54",9
"55",10
"56",7
"57",2
"58",6
"59",7
"60",2
"61",9
"62",4
"63",7
"64",2
"65",9
"66",9
"67",4
"68",3
"69",1
"70",6
"71",10
"72",3
"73",5
"74",11
"75",2
"76",2
"77",11
"78",7
"79",6
"80",5
"81",5
"82",5
"83",11
"84",6
"85",5
"86",4
"87",9
"88",3
"89",9
"90",5
"91",8
"92",11
"93",8
"94",9
"95",2
"96",7
"97",2
"98",1
"99",11
"100",5
"101",2
"102",8
"103",1
"104",11
"105",8
"106",10
"107",3
"108",2
"109",5
"110",1
"111",4
"112",2
"113",9
"114",9
"115",2
"116",5
"117",1
"118",11
"119",9
"120",3
"121",11
"122",11
"123",9
"124",10
"125",1
"126",1
"127",11
"128",7
"129",1
"130",8
"131",7
"132",6
"133",1
"134",6
"135",1
"136",3
"137",8
"138",9
"139",2
"140",6
"141",5
"142",7
"143",11
"144",1
"145",5
"146",6
"147",6
"148",7
"149",9
"150",8
"151",6
"152",2
"153",6
"154",9
"155",5
"156",10
"157",6
"158",5
"159",6
"160",10
"161",6
"162",8
"163",6
"164",1
"165",7
"166",5
"167",5
"168",8
"169",7
"170",8
"171",4
"172",10
"173",3
"174",11
"175",3
"176",8
"177",11
"178",4
"179",3
"180",3
"181",3
"182",9
"183",7
"184",5
"185",11
"186",3
"187",3
"188",10
"189",8
"190",1
"191",2
"192",8
"193",9
"194",8
"195",4
"196",6
"197",7
"198",8
"199",10
"200",6
