"","x"
"1",2
"2",7
"3",2
"4",6
"5",3
"6",3
"7",2
"8",6
"9",7
"10",5
"11",7
"12",5
"13",4
"14",2
"15",2
"16",2
"17",6
"18",7
"19",6
"20",4
"21",6
"22",7
"23",6
"24",4
"25",1
"26",7
"27",5
"28",3
"29",1
"30",1
"31",3
"32",1
"33",1
"34",7
"35",3
"36",5
"37",4
"38",6
"39",4
"40",3
"41",1
"42",2
"43",1
"44",1
"45",7
"46",2
"47",6
"48",6
"49",4
"50",2
"51",4
"52",7
"53",2
"54",6
"55",1
"56",5
"57",2
"58",4
"59",2
"60",2
"61",5
"62",6
"63",2
"64",4
"65",6
"66",3
"67",2
"68",2
"69",3
"70",4
"71",7
"72",4
"73",2
"74",6
"75",4
"76",1
"77",4
"78",1
"79",1
"80",7
"81",1
"82",5
"83",2
"84",1
"85",4
"86",2
"87",6
"88",5
"89",5
"90",2
"91",2
"92",4
"93",1
"94",6
"95",6
"96",3
"97",1
"98",2
"99",6
"100",5
"101",7
"102",5
"103",7
"104",4
"105",6
"106",4
"107",5
"108",3
"109",2
"110",6
"111",6
"112",6
"113",1
"114",5
"115",4
"116",6
"117",1
"118",3
"119",4
"120",7
"121",6
"122",6
"123",1
"124",6
"125",1
"126",1
"127",3
"128",7
"129",4
"130",4
"131",6
"132",7
"133",2
"134",3
"135",3
"136",1
"137",7
"138",1
"139",4
"140",2
"141",1
"142",5
"143",1
"144",6
"145",3
"146",4
"147",6
"148",2
"149",5
"150",2
"151",7
"152",2
"153",4
"154",4
"155",5
"156",6
"157",1
"158",5
"159",6
"160",5
"161",7
"162",5
"163",2
"164",3
"165",3
"166",5
"167",1
"168",2
"169",3
"170",6
"171",5
"172",6
"173",1
"174",6
"175",4
"176",3
"177",2
"178",3
"179",1
"180",3
"181",2
"182",1
"183",3
"184",5
"185",5
"186",1
"187",5
"188",7
"189",4
"190",7
"191",5
"192",1
"193",6
"194",4
"195",3
"196",5
"197",1
"198",3
"199",4
"200",4
