"","x"
"1",1
"2",7
"3",1
"4",3
"5",3
"6",4
"7",7
"8",6
"9",2
"10",3
"11",7
"12",7
"13",4
"14",1
"15",1
"16",1
"17",1
"18",7
"19",6
"20",3
"21",1
"22",7
"23",2
"24",4
"25",1
"26",3
"27",5
"28",5
"29",3
"30",5
"31",6
"32",1
"33",1
"34",7
"35",3
"36",3
"37",6
"38",6
"39",4
"40",3
"41",1
"42",2
"43",7
"44",1
"45",7
"46",4
"47",4
"48",6
"49",1
"50",1
"51",4
"52",6
"53",2
"54",3
"55",4
"56",2
"57",7
"58",3
"59",6
"60",3
"61",1
"62",3
"63",7
"64",2
"65",6
"66",3
"67",2
"68",2
"69",6
"70",5
"71",6
"72",4
"73",2
"74",6
"75",4
"76",6
"77",1
"78",1
"79",1
"80",7
"81",4
"82",6
"83",5
"84",1
"85",2
"86",5
"87",6
"88",5
"89",2
"90",4
"91",6
"92",4
"93",6
"94",4
"95",6
"96",5
"97",3
"98",2
"99",6
"100",1
"101",5
"102",2
"103",4
"104",4
"105",3
"106",3
"107",5
"108",2
"109",2
"110",6
"111",3
"112",6
"113",7
"114",5
"115",3
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",1
"124",2
"125",5
"126",2
"127",1
"128",4
"129",5
"130",4
"131",5
"132",4
"133",6
"134",4
"135",3
"136",6
"137",1
"138",1
"139",3
"140",3
"141",1
"142",7
"143",1
"144",6
"145",5
"146",4
"147",3
"148",3
"149",5
"150",2
"151",7
"152",2
"153",5
"154",4
"155",7
"156",6
"157",1
"158",5
"159",6
"160",5
"161",6
"162",3
"163",7
"164",3
"165",3
"166",5
"167",1
"168",7
"169",7
"170",2
"171",7
"172",2
"173",7
"174",4
"175",6
"176",7
"177",7
"178",2
"179",1
"180",1
"181",4
"182",5
"183",3
"184",5
"185",5
"186",7
"187",6
"188",7
"189",3
"190",2
"191",7
"192",7
"193",6
"194",4
"195",3
"196",5
"197",5
"198",3
"199",4
"200",4
