"","x"
"1",5
"2",7
"3",7
"4",1
"5",3
"6",7
"7",2
"8",6
"9",5
"10",4
"11",7
"12",7
"13",4
"14",1
"15",3
"16",1
"17",6
"18",5
"19",6
"20",5
"21",1
"22",7
"23",6
"24",1
"25",1
"26",4
"27",6
"28",2
"29",1
"30",6
"31",2
"32",1
"33",1
"34",7
"35",2
"36",7
"37",3
"38",6
"39",4
"40",3
"41",3
"42",5
"43",4
"44",2
"45",3
"46",4
"47",6
"48",6
"49",1
"50",6
"51",4
"52",7
"53",4
"54",7
"55",1
"56",5
"57",4
"58",4
"59",6
"60",7
"61",7
"62",6
"63",3
"64",6
"65",6
"66",3
"67",2
"68",2
"69",4
"70",1
"71",4
"72",4
"73",2
"74",5
"75",4
"76",5
"77",6
"78",1
"79",1
"80",3
"81",5
"82",2
"83",3
"84",1
"85",1
"86",4
"87",6
"88",5
"89",3
"90",3
"91",7
"92",4
"93",5
"94",6
"95",6
"96",7
"97",4
"98",1
"99",6
"100",7
"101",1
"102",1
"103",5
"104",4
"105",1
"106",4
"107",4
"108",4
"109",2
"110",6
"111",4
"112",6
"113",4
"114",5
"115",6
"116",2
"117",1
"118",3
"119",4
"120",7
"121",6
"122",1
"123",2
"124",1
"125",6
"126",1
"127",4
"128",1
"129",4
"130",4
"131",7
"132",4
"133",3
"134",2
"135",4
"136",5
"137",6
"138",1
"139",4
"140",2
"141",1
"142",1
"143",1
"144",6
"145",4
"146",5
"147",3
"148",5
"149",7
"150",2
"151",6
"152",2
"153",4
"154",4
"155",6
"156",6
"157",6
"158",5
"159",6
"160",5
"161",4
"162",4
"163",5
"164",3
"165",6
"166",1
"167",1
"168",3
"169",5
"170",3
"171",4
"172",2
"173",7
"174",4
"175",4
"176",2
"177",1
"178",5
"179",1
"180",3
"181",2
"182",3
"183",3
"184",5
"185",5
"186",4
"187",4
"188",7
"189",2
"190",5
"191",5
"192",4
"193",6
"194",4
"195",3
"196",6
"197",6
"198",3
"199",4
"200",4
