"","x"
"1",8
"2",1
"3",4
"4",5
"5",10
"6",2
"7",6
"8",3
"9",9
"10",8
"11",2
"12",5
"13",11
"14",4
"15",7
"16",10
"17",11
"18",4
"19",9
"20",2
"21",2
"22",7
"23",10
"24",2
"25",8
"26",11
"27",5
"28",2
"29",6
"30",4
"31",2
"32",6
"33",5
"34",5
"35",11
"36",7
"37",11
"38",2
"39",2
"40",10
"41",11
"42",6
"43",3
"44",10
"45",11
"46",10
"47",8
"48",4
"49",11
"50",1
"51",6
"52",1
"53",11
"54",9
"55",10
"56",6
"57",11
"58",8
"59",8
"60",8
"61",9
"62",10
"63",7
"64",2
"65",2
"66",9
"67",4
"68",3
"69",1
"70",10
"71",10
"72",7
"73",4
"74",6
"75",2
"76",10
"77",4
"78",7
"79",4
"80",11
"81",8
"82",5
"83",11
"84",10
"85",5
"86",4
"87",3
"88",3
"89",10
"90",5
"91",8
"92",2
"93",2
"94",8
"95",3
"96",8
"97",2
"98",1
"99",11
"100",9
"101",8
"102",5
"103",1
"104",4
"105",8
"106",3
"107",4
"108",1
"109",8
"110",1
"111",1
"112",2
"113",4
"114",1
"115",2
"116",9
"117",6
"118",11
"119",7
"120",9
"121",7
"122",4
"123",4
"124",11
"125",3
"126",1
"127",1
"128",3
"129",5
"130",6
"131",3
"132",10
"133",11
"134",7
"135",4
"136",7
"137",11
"138",5
"139",10
"140",6
"141",9
"142",2
"143",4
"144",3
"145",5
"146",6
"147",5
"148",3
"149",4
"150",8
"151",6
"152",9
"153",5
"154",9
"155",5
"156",10
"157",2
"158",11
"159",4
"160",10
"161",6
"162",5
"163",4
"164",2
"165",8
"166",1
"167",2
"168",8
"169",7
"170",6
"171",4
"172",6
"173",11
"174",1
"175",3
"176",4
"177",10
"178",6
"179",3
"180",3
"181",2
"182",9
"183",7
"184",1
"185",8
"186",6
"187",1
"188",10
"189",8
"190",1
"191",2
"192",8
"193",4
"194",1
"195",10
"196",10
"197",11
"198",8
"199",2
"200",1
