"","x"
"1",8
"2",1
"3",10
"4",10
"5",9
"6",5
"7",9
"8",2
"9",11
"10",8
"11",2
"12",7
"13",11
"14",4
"15",3
"16",6
"17",5
"18",4
"19",9
"20",10
"21",11
"22",8
"23",10
"24",3
"25",10
"26",11
"27",5
"28",3
"29",11
"30",4
"31",5
"32",3
"33",5
"34",7
"35",2
"36",1
"37",11
"38",5
"39",8
"40",11
"41",4
"42",3
"43",3
"44",7
"45",4
"46",10
"47",8
"48",1
"49",3
"50",7
"51",10
"52",10
"53",10
"54",9
"55",1
"56",10
"57",9
"58",6
"59",8
"60",9
"61",9
"62",1
"63",7
"64",1
"65",11
"66",9
"67",4
"68",3
"69",1
"70",9
"71",10
"72",5
"73",2
"74",5
"75",2
"76",5
"77",1
"78",7
"79",9
"80",7
"81",6
"82",5
"83",11
"84",1
"85",5
"86",4
"87",9
"88",8
"89",6
"90",5
"91",8
"92",10
"93",3
"94",6
"95",6
"96",11
"97",2
"98",1
"99",11
"100",2
"101",6
"102",5
"103",2
"104",9
"105",8
"106",2
"107",5
"108",11
"109",7
"110",10
"111",11
"112",4
"113",10
"114",6
"115",2
"116",6
"117",3
"118",11
"119",1
"120",10
"121",8
"122",8
"123",3
"124",8
"125",8
"126",1
"127",8
"128",2
"129",11
"130",5
"131",4
"132",11
"133",1
"134",2
"135",5
"136",9
"137",6
"138",6
"139",10
"140",6
"141",11
"142",11
"143",8
"144",10
"145",4
"146",6
"147",5
"148",2
"149",10
"150",3
"151",2
"152",9
"153",1
"154",9
"155",4
"156",10
"157",2
"158",8
"159",9
"160",10
"161",6
"162",10
"163",1
"164",4
"165",2
"166",11
"167",4
"168",8
"169",7
"170",10
"171",4
"172",3
"173",11
"174",8
"175",3
"176",1
"177",4
"178",7
"179",3
"180",3
"181",10
"182",9
"183",7
"184",11
"185",9
"186",10
"187",1
"188",10
"189",8
"190",1
"191",2
"192",8
"193",7
"194",3
"195",6
"196",2
"197",11
"198",1
"199",7
"200",9
