"","x"
"1",7
"2",7
"3",4
"4",7
"5",3
"6",6
"7",6
"8",6
"9",5
"10",1
"11",6
"12",1
"13",4
"14",7
"15",7
"16",7
"17",3
"18",3
"19",6
"20",2
"21",6
"22",7
"23",1
"24",4
"25",1
"26",7
"27",5
"28",2
"29",2
"30",5
"31",6
"32",1
"33",1
"34",7
"35",6
"36",2
"37",1
"38",6
"39",4
"40",3
"41",2
"42",1
"43",1
"44",1
"45",7
"46",4
"47",2
"48",6
"49",2
"50",7
"51",4
"52",7
"53",6
"54",4
"55",1
"56",1
"57",1
"58",1
"59",7
"60",1
"61",1
"62",4
"63",4
"64",7
"65",6
"66",3
"67",2
"68",2
"69",2
"70",1
"71",3
"72",4
"73",2
"74",2
"75",6
"76",3
"77",5
"78",1
"79",1
"80",3
"81",3
"82",3
"83",7
"84",1
"85",6
"86",6
"87",6
"88",5
"89",7
"90",6
"91",1
"92",4
"93",2
"94",3
"95",6
"96",1
"97",2
"98",6
"99",6
"100",5
"101",3
"102",7
"103",6
"104",4
"105",5
"106",4
"107",1
"108",1
"109",2
"110",6
"111",1
"112",6
"113",2
"114",5
"115",7
"116",3
"117",1
"118",3
"119",4
"120",7
"121",6
"122",1
"123",2
"124",2
"125",5
"126",1
"127",6
"128",7
"129",4
"130",4
"131",6
"132",7
"133",6
"134",1
"135",7
"136",3
"137",2
"138",1
"139",2
"140",5
"141",1
"142",4
"143",1
"144",6
"145",2
"146",1
"147",4
"148",3
"149",2
"150",2
"151",7
"152",2
"153",2
"154",4
"155",7
"156",6
"157",2
"158",5
"159",6
"160",5
"161",1
"162",4
"163",2
"164",3
"165",1
"166",3
"167",1
"168",3
"169",5
"170",3
"171",2
"172",4
"173",1
"174",6
"175",7
"176",5
"177",2
"178",7
"179",6
"180",1
"181",1
"182",4
"183",3
"184",5
"185",5
"186",2
"187",7
"188",7
"189",6
"190",7
"191",7
"192",7
"193",6
"194",4
"195",3
"196",5
"197",3
"198",3
"199",4
"200",4
