"","V1","V2","V3","V4","V5"
"1",0.0175806481813072,0.0876122100849581,0.000566625434443224,0.0123634138774938,0.0765949133129873
"2",0.0209893741756246,0.0303499457726311,0.00718360060006464,0.011122090680687,0.00135738687198198
"3",0.00123469316363988,0.0224733517849621,0.00797411205372219,0.0249968271447135,0.0126008011780076
"4",0.0123353251376878,0.0113373131586262,0.00109107726171142,0.140680545183736,0.0427164651183298
"5",0.00016649208555799,0.512664892993322,0.0633695087580101,0.00612309839435939,0.00458351901513097
"6",0.277178730464243,0.013916847701434,0.00581386386913168,0.0204314256262432,0.0134206056036839
"7",0.0278880378147409,0.0159082868652159,0.000756397719384521,0.0713395216752148,0.0258146131652936
"8",0.0209753706413792,0.00915029220952075,0.000333152627615488,0.441096515487323,0.0358644757980661
"9",0.00727700813844741,0.00465253930651851,0.759856149169286,0.124580281735983,0.290356586087033
"10",0.000360098998265209,0.0416307825382553,0.011251901428499,0.000454751251074257,0.0174890115626896
"11",0.00275055053501097,0.0688372191783584,0.00743374324694482,0.0474902995092313,0.00505419903899578
"12",0.0229743858552052,0.013485994302567,0.0159130619634778,0.0034702952702924,0.0245047565019691
"13",0.0203093898138601,0.0285077737759442,0.0142006400555141,0.0171786540112559,0.00555846712715668
"14",0.0426829278861041,0.0061883242255249,0.00298324616186756,0.0107568878653117,0.00779422202030927
"15",0.00536666000417222,0.00486064343580802,0.00581739164171509,0.0328019900120231,0.0387218935068049
"16",0.0164265492222303,0.00127352109696187,0.0200017493388076,0.0128288078378706,0.0127261938022483
"17",0.125934894565813,0.0562374318213015,0.00388366314527268,7.11903593283163e-06,0.00096584527004271
"18",0.341678957331452,0.00101548126019393,0.00859789797886879,0.00186053641270916,0.0240064913598415
"19",0.000947370026924204,0.047118549094487,0.0491704856124413,0.014699285487814,0.0119599736983734
"20",0.0349425359583353,0.0227785993934092,0.0138017319332222,0.00571765350073039,0.347909579961055
