"","x"
"1",4
"2",7
"3",2
"4",7
"5",3
"6",2
"7",5
"8",6
"9",7
"10",6
"11",7
"12",5
"13",4
"14",2
"15",1
"16",1
"17",3
"18",5
"19",6
"20",7
"21",1
"22",7
"23",5
"24",6
"25",1
"26",7
"27",5
"28",7
"29",1
"30",2
"31",3
"32",1
"33",1
"34",7
"35",1
"36",6
"37",7
"38",6
"39",4
"40",3
"41",2
"42",6
"43",5
"44",4
"45",2
"46",5
"47",4
"48",6
"49",3
"50",5
"51",4
"52",3
"53",4
"54",4
"55",4
"56",2
"57",1
"58",6
"59",6
"60",1
"61",7
"62",4
"63",1
"64",5
"65",6
"66",3
"67",2
"68",1
"69",2
"70",2
"71",5
"72",4
"73",2
"74",7
"75",5
"76",4
"77",1
"78",1
"79",1
"80",5
"81",3
"82",3
"83",2
"84",1
"85",3
"86",6
"87",6
"88",5
"89",3
"90",7
"91",1
"92",4
"93",6
"94",4
"95",6
"96",1
"97",7
"98",5
"99",6
"100",5
"101",1
"102",4
"103",2
"104",4
"105",6
"106",5
"107",2
"108",7
"109",2
"110",6
"111",6
"112",6
"113",5
"114",5
"115",7
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",6
"124",7
"125",2
"126",1
"127",2
"128",6
"129",4
"130",4
"131",6
"132",2
"133",7
"134",3
"135",3
"136",1
"137",1
"138",1
"139",4
"140",4
"141",1
"142",5
"143",1
"144",6
"145",5
"146",7
"147",5
"148",5
"149",2
"150",2
"151",6
"152",2
"153",7
"154",4
"155",5
"156",6
"157",1
"158",5
"159",6
"160",5
"161",6
"162",4
"163",5
"164",3
"165",4
"166",7
"167",1
"168",2
"169",4
"170",2
"171",1
"172",5
"173",3
"174",1
"175",3
"176",5
"177",7
"178",5
"179",4
"180",6
"181",6
"182",4
"183",3
"184",5
"185",5
"186",5
"187",4
"188",7
"189",3
"190",4
"191",7
"192",1
"193",6
"194",4
"195",3
"196",7
"197",3
"198",3
"199",4
"200",4
