"","x"
"1",7
"2",7
"3",1
"4",7
"5",3
"6",3
"7",4
"8",6
"9",1
"10",5
"11",7
"12",3
"13",4
"14",3
"15",1
"16",4
"17",2
"18",5
"19",6
"20",1
"21",7
"22",7
"23",3
"24",1
"25",1
"26",7
"27",6
"28",1
"29",3
"30",4
"31",4
"32",1
"33",1
"34",7
"35",2
"36",1
"37",4
"38",6
"39",4
"40",3
"41",3
"42",7
"43",4
"44",3
"45",4
"46",2
"47",6
"48",6
"49",7
"50",7
"51",4
"52",4
"53",2
"54",1
"55",2
"56",6
"57",3
"58",4
"59",1
"60",5
"61",7
"62",7
"63",3
"64",4
"65",6
"66",3
"67",2
"68",2
"69",3
"70",3
"71",2
"72",4
"73",2
"74",4
"75",2
"76",7
"77",6
"78",1
"79",1
"80",2
"81",4
"82",3
"83",5
"84",1
"85",1
"86",7
"87",6
"88",5
"89",6
"90",3
"91",3
"92",4
"93",5
"94",5
"95",6
"96",1
"97",3
"98",5
"99",6
"100",4
"101",6
"102",6
"103",5
"104",4
"105",6
"106",5
"107",1
"108",1
"109",2
"110",6
"111",1
"112",6
"113",5
"114",5
"115",2
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",6
"124",5
"125",4
"126",1
"127",3
"128",7
"129",1
"130",4
"131",6
"132",3
"133",6
"134",2
"135",7
"136",5
"137",1
"138",1
"139",3
"140",6
"141",1
"142",3
"143",1
"144",6
"145",3
"146",6
"147",7
"148",3
"149",7
"150",2
"151",2
"152",2
"153",5
"154",4
"155",7
"156",6
"157",1
"158",5
"159",6
"160",5
"161",6
"162",6
"163",2
"164",3
"165",4
"166",5
"167",1
"168",3
"169",4
"170",7
"171",6
"172",2
"173",6
"174",6
"175",6
"176",3
"177",5
"178",1
"179",2
"180",4
"181",3
"182",4
"183",3
"184",5
"185",5
"186",5
"187",1
"188",7
"189",2
"190",1
"191",5
"192",4
"193",6
"194",4
"195",3
"196",7
"197",7
"198",3
"199",4
"200",4
