"","V1","V2","V3","V4","V5"
"1",0.00169271400504052,0.00356663066137833,0.00847978657076636,0.0169724924863844,0.00722063369173259
"2",0.0178493952707924,0.00104243329540228,0.00934336136222435,0.0835004781624666,0.0296813990221995
"3",0.00846211019302552,0.0445068923271796,0.0494187801799163,0.0429146726430847,0.00125826466406448
"4",0.0125430487313781,0.00332423369713921,0.0284462952552142,0.145497751175785,0.00887541019941085
"5",0.000497240498144721,0.642427468184425,0.126992204748521,0.000526623746114579,0.0403384073552131
"6",0.378298452330367,0.0233594456092383,0.00369439128786694,0.0364354050614197,0.0298240010761552
"7",0.00308031008970955,0.00789074632709094,0.0143022263776018,0.0267722481834686,0.0237239072323804
"8",0.00970315416668338,0.0237993587925107,0.0582181854270429,0.4750564850121,0.00897499293901513
"9",0.0344253403264053,0.00841337015104487,0.589390663358185,0.0392735754404443,0.358695534348638
"10",0.00767085308281709,0.054834905512281,0.00506019252793082,0.00227936457504829,0.0192678604560551
"11",0.00635900498601786,0.0873133700393008,0.0134544003056805,0.0649058792827679,0.0326157416026089
"12",0.0012574677642575,0.0345206449530783,0.00489668367893547,0.0155067145009448,0.0156915307203924
"13",0.00244727368725001,0.0136800106338153,0.00796476310315487,0.00552788387856244,0.0105683945485849
"14",0.00219250289707267,0.00753623632165554,0.00181335320152894,0.0039089676655694,0.0208279163684235
"15",0.0027232712905056,0.003797065996823,0.0072584417642383,0.00205881320716852,0.0186626713271083
"16",0.0309023343388719,0.000104545380825736,0.011963863759302,0.0127063283634151,0.00303658492562851
"17",0.0988469722506891,0.0292372930984514,0.00792957182960479,0.00863866322179967,0.0106374393313156
"18",0.344480267197713,0.00116409697333869,0.0122843191772189,0.000939100909145964,0.0173853841820496
"19",0.0209802586894755,0.00608511503066926,0.0134759048164047,0.00961370306382072,0.0026310627321742
"20",0.0155880282037826,0.00339613701435166,0.025612611268662,0.00696484942048964,0.34008286327685
