"","x"
"1",11
"2",1
"3",1
"4",1
"5",10
"6",3
"7",10
"8",8
"9",3
"10",9
"11",6
"12",2
"13",1
"14",2
"15",1
"16",6
"17",4
"18",2
"19",8
"20",10
"21",11
"22",6
"23",3
"24",1
"25",8
"26",11
"27",4
"28",10
"29",1
"30",7
"31",3
"32",3
"33",1
"34",9
"35",11
"36",3
"37",11
"38",2
"39",1
"40",5
"41",2
"42",1
"43",6
"44",4
"45",6
"46",8
"47",5
"48",10
"49",3
"50",1
"51",1
"52",10
"53",6
"54",8
"55",1
"56",5
"57",3
"58",3
"59",3
"60",6
"61",6
"62",5
"63",5
"64",3
"65",6
"66",6
"67",3
"68",7
"69",10
"70",10
"71",2
"72",3
"73",1
"74",9
"75",3
"76",1
"77",7
"78",8
"79",4
"80",6
"81",7
"82",6
"83",6
"84",10
"85",1
"86",11
"87",3
"88",3
"89",4
"90",11
"91",8
"92",7
"93",8
"94",1
"95",2
"96",4
"97",1
"98",4
"99",8
"100",8
"101",9
"102",7
"103",9
"104",1
"105",8
"106",9
"107",5
"108",7
"109",9
"110",8
"111",11
"112",9
"113",7
"114",3
"115",9
"116",5
"117",4
"118",7
"119",4
"120",7
"121",4
"122",1
"123",1
"124",10
"125",10
"126",7
"127",2
"128",10
"129",8
"130",8
"131",3
"132",11
"133",8
"134",2
"135",4
"136",1
"137",10
"138",4
"139",5
"140",8
"141",10
"142",2
"143",7
"144",7
"145",5
"146",2
"147",4
"148",8
"149",2
"150",4
"151",2
"152",11
"153",2
"154",6
"155",2
"156",10
"157",6
"158",1
"159",7
"160",7
"161",6
"162",6
"163",11
"164",6
"165",2
"166",2
"167",10
"168",6
"169",9
"170",2
"171",6
"172",9
"173",3
"174",7
"175",5
"176",5
"177",5
"178",7
"179",1
"180",8
"181",4
"182",7
"183",7
"184",10
"185",5
"186",3
"187",10
"188",2
"189",10
"190",2
"191",3
"192",4
"193",9
"194",8
"195",8
"196",9
"197",7
"198",2
"199",11
"200",9
