"","x"
"1",8
"2",2
"3",1
"4",5
"5",2
"6",3
"7",1
"8",8
"9",1
"10",8
"11",2
"12",2
"13",11
"14",9
"15",1
"16",7
"17",1
"18",4
"19",9
"20",8
"21",2
"22",5
"23",10
"24",5
"25",7
"26",11
"27",5
"28",2
"29",9
"30",7
"31",3
"32",11
"33",5
"34",6
"35",2
"36",3
"37",11
"38",9
"39",9
"40",8
"41",11
"42",3
"43",3
"44",2
"45",6
"46",10
"47",8
"48",3
"49",2
"50",1
"51",9
"52",11
"53",2
"54",9
"55",2
"56",6
"57",2
"58",2
"59",1
"60",2
"61",9
"62",7
"63",7
"64",11
"65",6
"66",9
"67",4
"68",3
"69",1
"70",5
"71",10
"72",2
"73",3
"74",5
"75",2
"76",1
"77",1
"78",7
"79",2
"80",11
"81",10
"82",5
"83",11
"84",5
"85",5
"86",4
"87",11
"88",7
"89",5
"90",5
"91",8
"92",6
"93",9
"94",5
"95",8
"96",7
"97",2
"98",1
"99",11
"100",9
"101",3
"102",5
"103",5
"104",9
"105",8
"106",6
"107",2
"108",11
"109",9
"110",4
"111",4
"112",9
"113",1
"114",1
"115",2
"116",6
"117",8
"118",11
"119",6
"120",3
"121",11
"122",7
"123",8
"124",10
"125",8
"126",1
"127",8
"128",7
"129",3
"130",6
"131",11
"132",4
"133",4
"134",8
"135",2
"136",7
"137",2
"138",11
"139",4
"140",6
"141",1
"142",2
"143",1
"144",3
"145",8
"146",6
"147",3
"148",2
"149",5
"150",6
"151",1
"152",3
"153",2
"154",9
"155",8
"156",10
"157",8
"158",2
"159",2
"160",10
"161",6
"162",11
"163",2
"164",10
"165",2
"166",10
"167",8
"168",8
"169",7
"170",11
"171",4
"172",4
"173",11
"174",9
"175",3
"176",4
"177",2
"178",8
"179",3
"180",3
"181",7
"182",9
"183",7
"184",8
"185",4
"186",1
"187",10
"188",10
"189",7
"190",1
"191",2
"192",8
"193",7
"194",11
"195",2
"196",11
"197",5
"198",7
"199",4
"200",10
