"","x"
"1",8
"2",8
"3",11
"4",7
"5",7
"6",7
"7",10
"8",3
"9",2
"10",8
"11",2
"12",5
"13",11
"14",6
"15",2
"16",8
"17",1
"18",4
"19",9
"20",1
"21",8
"22",8
"23",5
"24",9
"25",11
"26",11
"27",5
"28",11
"29",11
"30",1
"31",9
"32",3
"33",5
"34",5
"35",5
"36",3
"37",11
"38",5
"39",9
"40",4
"41",2
"42",3
"43",3
"44",7
"45",7
"46",10
"47",8
"48",6
"49",2
"50",9
"51",9
"52",3
"53",2
"54",9
"55",7
"56",5
"57",7
"58",11
"59",3
"60",11
"61",9
"62",5
"63",7
"64",2
"65",11
"66",9
"67",4
"68",3
"69",1
"70",10
"71",10
"72",10
"73",9
"74",4
"75",2
"76",5
"77",1
"78",7
"79",5
"80",3
"81",9
"82",5
"83",11
"84",6
"85",5
"86",4
"87",1
"88",10
"89",7
"90",5
"91",8
"92",3
"93",7
"94",9
"95",11
"96",4
"97",2
"98",1
"99",11
"100",5
"101",2
"102",4
"103",1
"104",4
"105",8
"106",11
"107",2
"108",6
"109",3
"110",3
"111",4
"112",8
"113",7
"114",8
"115",2
"116",8
"117",6
"118",11
"119",7
"120",9
"121",7
"122",2
"123",10
"124",7
"125",2
"126",1
"127",3
"128",10
"129",9
"130",10
"131",6
"132",6
"133",1
"134",1
"135",9
"136",3
"137",8
"138",3
"139",7
"140",6
"141",10
"142",2
"143",10
"144",7
"145",2
"146",6
"147",7
"148",8
"149",9
"150",8
"151",1
"152",2
"153",5
"154",9
"155",11
"156",10
"157",7
"158",3
"159",11
"160",10
"161",6
"162",2
"163",1
"164",11
"165",10
"166",11
"167",11
"168",8
"169",7
"170",3
"171",4
"172",8
"173",5
"174",1
"175",3
"176",6
"177",11
"178",2
"179",3
"180",3
"181",6
"182",9
"183",7
"184",8
"185",10
"186",1
"187",6
"188",10
"189",6
"190",1
"191",2
"192",8
"193",9
"194",8
"195",8
"196",10
"197",6
"198",5
"199",1
"200",9
