"","x"
"1",1
"2",7
"3",6
"4",2
"5",3
"6",6
"7",1
"8",6
"9",5
"10",1
"11",7
"12",3
"13",4
"14",3
"15",4
"16",2
"17",3
"18",2
"19",6
"20",3
"21",1
"22",7
"23",6
"24",1
"25",1
"26",7
"27",7
"28",3
"29",5
"30",7
"31",3
"32",1
"33",1
"34",7
"35",4
"36",1
"37",2
"38",6
"39",4
"40",3
"41",4
"42",7
"43",5
"44",6
"45",3
"46",7
"47",6
"48",6
"49",2
"50",6
"51",4
"52",2
"53",2
"54",6
"55",3
"56",2
"57",5
"58",6
"59",3
"60",7
"61",6
"62",5
"63",2
"64",2
"65",6
"66",3
"67",2
"68",2
"69",5
"70",6
"71",4
"72",4
"73",2
"74",4
"75",2
"76",1
"77",1
"78",1
"79",1
"80",2
"81",4
"82",4
"83",7
"84",1
"85",7
"86",4
"87",6
"88",5
"89",4
"90",3
"91",2
"92",4
"93",4
"94",2
"95",6
"96",5
"97",6
"98",5
"99",6
"100",2
"101",1
"102",6
"103",4
"104",4
"105",2
"106",5
"107",7
"108",5
"109",2
"110",6
"111",5
"112",6
"113",4
"114",5
"115",4
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",6
"123",6
"124",7
"125",2
"126",1
"127",3
"128",4
"129",6
"130",4
"131",2
"132",3
"133",7
"134",6
"135",4
"136",6
"137",5
"138",1
"139",1
"140",6
"141",1
"142",5
"143",1
"144",6
"145",1
"146",3
"147",1
"148",2
"149",3
"150",2
"151",7
"152",2
"153",3
"154",4
"155",6
"156",6
"157",1
"158",5
"159",6
"160",5
"161",5
"162",6
"163",3
"164",3
"165",2
"166",1
"167",1
"168",3
"169",4
"170",6
"171",1
"172",6
"173",7
"174",6
"175",5
"176",1
"177",3
"178",3
"179",2
"180",2
"181",4
"182",1
"183",3
"184",5
"185",5
"186",3
"187",7
"188",7
"189",4
"190",1
"191",1
"192",2
"193",6
"194",4
"195",3
"196",6
"197",3
"198",3
"199",4
"200",4
