"","x"
"1",8
"2",7
"3",10
"4",5
"5",9
"6",6
"7",6
"8",5
"9",7
"10",5
"11",2
"12",6
"13",11
"14",9
"15",11
"16",7
"17",7
"18",4
"19",9
"20",3
"21",7
"22",2
"23",8
"24",6
"25",9
"26",11
"27",5
"28",2
"29",9
"30",4
"31",9
"32",10
"33",5
"34",4
"35",5
"36",5
"37",11
"38",6
"39",11
"40",1
"41",10
"42",3
"43",3
"44",6
"45",2
"46",10
"47",8
"48",9
"49",9
"50",9
"51",9
"52",1
"53",7
"54",9
"55",7
"56",1
"57",11
"58",1
"59",11
"60",3
"61",9
"62",6
"63",7
"64",1
"65",5
"66",9
"67",4
"68",3
"69",1
"70",11
"71",10
"72",10
"73",4
"74",10
"75",2
"76",2
"77",1
"78",7
"79",7
"80",6
"81",3
"82",5
"83",11
"84",8
"85",5
"86",4
"87",1
"88",10
"89",3
"90",5
"91",8
"92",2
"93",1
"94",4
"95",5
"96",10
"97",2
"98",1
"99",11
"100",3
"101",1
"102",3
"103",3
"104",9
"105",8
"106",5
"107",10
"108",2
"109",6
"110",8
"111",4
"112",8
"113",1
"114",3
"115",2
"116",2
"117",4
"118",11
"119",2
"120",2
"121",7
"122",3
"123",7
"124",7
"125",11
"126",1
"127",4
"128",3
"129",2
"130",4
"131",2
"132",8
"133",10
"134",11
"135",11
"136",5
"137",5
"138",11
"139",1
"140",6
"141",2
"142",10
"143",4
"144",11
"145",7
"146",6
"147",3
"148",1
"149",6
"150",7
"151",1
"152",1
"153",7
"154",9
"155",7
"156",10
"157",10
"158",11
"159",5
"160",10
"161",6
"162",10
"163",1
"164",6
"165",1
"166",7
"167",11
"168",8
"169",7
"170",8
"171",4
"172",10
"173",2
"174",5
"175",3
"176",3
"177",9
"178",9
"179",3
"180",3
"181",9
"182",9
"183",7
"184",2
"185",9
"186",5
"187",7
"188",10
"189",4
"190",1
"191",2
"192",8
"193",3
"194",9
"195",4
"196",10
"197",7
"198",1
"199",7
"200",1
