"","x"
"1",1
"2",7
"3",1
"4",4
"5",3
"6",3
"7",1
"8",6
"9",7
"10",6
"11",7
"12",4
"13",4
"14",2
"15",2
"16",4
"17",6
"18",3
"19",6
"20",1
"21",1
"22",7
"23",3
"24",4
"25",1
"26",4
"27",2
"28",7
"29",3
"30",4
"31",4
"32",1
"33",1
"34",7
"35",4
"36",6
"37",5
"38",6
"39",4
"40",3
"41",2
"42",3
"43",5
"44",2
"45",3
"46",4
"47",6
"48",6
"49",5
"50",4
"51",4
"52",2
"53",1
"54",3
"55",2
"56",5
"57",6
"58",6
"59",5
"60",4
"61",3
"62",3
"63",1
"64",4
"65",6
"66",3
"67",2
"68",2
"69",6
"70",5
"71",5
"72",4
"73",2
"74",3
"75",7
"76",6
"77",2
"78",1
"79",1
"80",2
"81",3
"82",2
"83",5
"84",1
"85",1
"86",7
"87",6
"88",5
"89",6
"90",4
"91",5
"92",4
"93",3
"94",5
"95",6
"96",6
"97",4
"98",7
"99",6
"100",5
"101",5
"102",6
"103",4
"104",4
"105",6
"106",5
"107",3
"108",5
"109",2
"110",6
"111",1
"112",6
"113",3
"114",5
"115",5
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",5
"123",7
"124",7
"125",5
"126",1
"127",5
"128",2
"129",3
"130",4
"131",7
"132",7
"133",2
"134",6
"135",4
"136",7
"137",6
"138",1
"139",3
"140",7
"141",1
"142",7
"143",1
"144",6
"145",1
"146",3
"147",1
"148",5
"149",4
"150",2
"151",7
"152",2
"153",2
"154",4
"155",7
"156",6
"157",4
"158",5
"159",6
"160",5
"161",3
"162",4
"163",4
"164",3
"165",7
"166",4
"167",1
"168",5
"169",1
"170",1
"171",3
"172",2
"173",2
"174",7
"175",1
"176",4
"177",3
"178",6
"179",5
"180",5
"181",2
"182",4
"183",3
"184",5
"185",5
"186",2
"187",4
"188",7
"189",3
"190",2
"191",7
"192",5
"193",6
"194",4
"195",3
"196",3
"197",2
"198",3
"199",4
"200",4
