"","x"
"1",8
"2",6
"3",11
"4",10
"5",6
"6",8
"7",6
"8",4
"9",11
"10",8
"11",2
"12",6
"13",11
"14",3
"15",4
"16",9
"17",3
"18",4
"19",9
"20",9
"21",6
"22",4
"23",6
"24",6
"25",1
"26",11
"27",5
"28",4
"29",2
"30",4
"31",9
"32",8
"33",5
"34",1
"35",1
"36",6
"37",11
"38",8
"39",2
"40",2
"41",1
"42",9
"43",3
"44",1
"45",9
"46",6
"47",8
"48",1
"49",10
"50",5
"51",3
"52",4
"53",7
"54",9
"55",5
"56",6
"57",11
"58",10
"59",7
"60",2
"61",9
"62",5
"63",7
"64",2
"65",6
"66",9
"67",4
"68",3
"69",1
"70",10
"71",10
"72",3
"73",8
"74",7
"75",2
"76",9
"77",9
"78",7
"79",10
"80",9
"81",10
"82",5
"83",11
"84",3
"85",5
"86",4
"87",9
"88",2
"89",11
"90",5
"91",8
"92",3
"93",5
"94",6
"95",9
"96",7
"97",4
"98",1
"99",11
"100",11
"101",5
"102",8
"103",4
"104",9
"105",8
"106",2
"107",7
"108",4
"109",4
"110",1
"111",9
"112",9
"113",3
"114",6
"115",2
"116",7
"117",2
"118",11
"119",10
"120",1
"121",11
"122",7
"123",10
"124",8
"125",11
"126",1
"127",3
"128",7
"129",1
"130",8
"131",8
"132",3
"133",8
"134",1
"135",3
"136",9
"137",4
"138",10
"139",7
"140",6
"141",1
"142",2
"143",6
"144",9
"145",4
"146",6
"147",6
"148",7
"149",10
"150",7
"151",6
"152",2
"153",10
"154",9
"155",11
"156",10
"157",1
"158",8
"159",3
"160",10
"161",6
"162",10
"163",8
"164",6
"165",11
"166",7
"167",9
"168",8
"169",7
"170",8
"171",4
"172",6
"173",1
"174",7
"175",3
"176",8
"177",5
"178",4
"179",3
"180",3
"181",7
"182",9
"183",7
"184",7
"185",11
"186",7
"187",8
"188",10
"189",7
"190",1
"191",2
"192",8
"193",6
"194",4
"195",11
"196",6
"197",5
"198",6
"199",10
"200",9
