"","x"
"1",5
"2",7
"3",7
"4",6
"5",3
"6",5
"7",3
"8",6
"9",4
"10",2
"11",7
"12",6
"13",4
"14",6
"15",5
"16",1
"17",4
"18",1
"19",6
"20",7
"21",2
"22",7
"23",3
"24",5
"25",1
"26",5
"27",2
"28",5
"29",3
"30",5
"31",3
"32",1
"33",1
"34",7
"35",6
"36",7
"37",2
"38",6
"39",4
"40",3
"41",2
"42",5
"43",3
"44",6
"45",5
"46",7
"47",6
"48",6
"49",1
"50",3
"51",4
"52",5
"53",1
"54",5
"55",2
"56",4
"57",4
"58",6
"59",6
"60",5
"61",6
"62",3
"63",2
"64",2
"65",6
"66",3
"67",2
"68",2
"69",5
"70",1
"71",2
"72",4
"73",2
"74",3
"75",6
"76",3
"77",4
"78",1
"79",1
"80",5
"81",3
"82",4
"83",3
"84",1
"85",5
"86",6
"87",6
"88",5
"89",1
"90",4
"91",7
"92",4
"93",6
"94",3
"95",6
"96",1
"97",3
"98",5
"99",6
"100",7
"101",2
"102",4
"103",4
"104",4
"105",2
"106",3
"107",5
"108",6
"109",2
"110",6
"111",4
"112",6
"113",4
"114",5
"115",4
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",6
"123",4
"124",6
"125",4
"126",2
"127",5
"128",7
"129",5
"130",4
"131",2
"132",6
"133",7
"134",1
"135",3
"136",2
"137",5
"138",1
"139",3
"140",1
"141",1
"142",7
"143",1
"144",6
"145",7
"146",6
"147",3
"148",6
"149",7
"150",2
"151",7
"152",2
"153",6
"154",4
"155",5
"156",6
"157",5
"158",5
"159",6
"160",5
"161",2
"162",5
"163",3
"164",3
"165",5
"166",6
"167",1
"168",1
"169",2
"170",6
"171",6
"172",5
"173",6
"174",7
"175",7
"176",4
"177",3
"178",2
"179",4
"180",2
"181",2
"182",5
"183",3
"184",5
"185",5
"186",7
"187",3
"188",7
"189",2
"190",5
"191",7
"192",1
"193",6
"194",4
"195",3
"196",7
"197",1
"198",3
"199",4
"200",4
