"","x"
"1",7
"2",7
"3",1
"4",4
"5",3
"6",7
"7",2
"8",6
"9",5
"10",5
"11",7
"12",5
"13",4
"14",2
"15",5
"16",1
"17",2
"18",5
"19",6
"20",2
"21",3
"22",7
"23",4
"24",2
"25",1
"26",1
"27",5
"28",5
"29",1
"30",4
"31",3
"32",1
"33",1
"34",7
"35",7
"36",5
"37",3
"38",6
"39",4
"40",3
"41",7
"42",2
"43",3
"44",2
"45",7
"46",7
"47",2
"48",6
"49",1
"50",4
"51",4
"52",2
"53",7
"54",4
"55",4
"56",4
"57",4
"58",3
"59",6
"60",5
"61",4
"62",1
"63",3
"64",4
"65",6
"66",3
"67",2
"68",2
"69",4
"70",4
"71",5
"72",4
"73",2
"74",4
"75",6
"76",5
"77",6
"78",1
"79",1
"80",6
"81",5
"82",4
"83",4
"84",1
"85",1
"86",1
"87",6
"88",5
"89",2
"90",2
"91",2
"92",4
"93",2
"94",3
"95",6
"96",3
"97",4
"98",3
"99",6
"100",4
"101",6
"102",5
"103",5
"104",4
"105",6
"106",1
"107",3
"108",5
"109",2
"110",6
"111",3
"112",6
"113",2
"114",5
"115",7
"116",7
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",7
"124",6
"125",7
"126",1
"127",3
"128",6
"129",5
"130",4
"131",6
"132",2
"133",6
"134",2
"135",3
"136",1
"137",2
"138",1
"139",7
"140",3
"141",1
"142",2
"143",1
"144",6
"145",6
"146",7
"147",7
"148",4
"149",5
"150",2
"151",7
"152",2
"153",2
"154",4
"155",2
"156",6
"157",4
"158",5
"159",6
"160",5
"161",1
"162",4
"163",5
"164",3
"165",1
"166",3
"167",1
"168",2
"169",6
"170",4
"171",6
"172",2
"173",3
"174",2
"175",2
"176",4
"177",4
"178",1
"179",3
"180",5
"181",7
"182",1
"183",3
"184",5
"185",5
"186",1
"187",5
"188",7
"189",5
"190",2
"191",4
"192",4
"193",6
"194",4
"195",3
"196",1
"197",7
"198",3
"199",4
"200",4
