"","x"
"1",9
"2",2
"3",8
"4",10
"5",10
"6",3
"7",5
"8",6
"9",2
"10",5
"11",2
"12",4
"13",11
"14",11
"15",5
"16",8
"17",8
"18",4
"19",9
"20",9
"21",11
"22",5
"23",9
"24",2
"25",9
"26",11
"27",5
"28",10
"29",2
"30",3
"31",11
"32",4
"33",5
"34",1
"35",3
"36",6
"37",11
"38",10
"39",9
"40",10
"41",2
"42",3
"43",3
"44",4
"45",10
"46",10
"47",8
"48",7
"49",2
"50",8
"51",4
"52",7
"53",5
"54",9
"55",9
"56",5
"57",3
"58",7
"59",2
"60",5
"61",9
"62",9
"63",7
"64",8
"65",3
"66",9
"67",4
"68",3
"69",1
"70",1
"71",10
"72",2
"73",11
"74",2
"75",2
"76",2
"77",1
"78",7
"79",10
"80",6
"81",2
"82",5
"83",11
"84",8
"85",5
"86",4
"87",1
"88",11
"89",7
"90",5
"91",8
"92",6
"93",8
"94",5
"95",10
"96",7
"97",2
"98",1
"99",11
"100",5
"101",3
"102",3
"103",5
"104",11
"105",8
"106",11
"107",5
"108",11
"109",4
"110",4
"111",4
"112",3
"113",1
"114",8
"115",2
"116",2
"117",6
"118",11
"119",3
"120",11
"121",9
"122",3
"123",10
"124",8
"125",6
"126",1
"127",11
"128",6
"129",1
"130",3
"131",1
"132",2
"133",7
"134",5
"135",10
"136",10
"137",11
"138",9
"139",9
"140",6
"141",1
"142",7
"143",7
"144",6
"145",8
"146",6
"147",4
"148",2
"149",7
"150",5
"151",1
"152",6
"153",5
"154",9
"155",11
"156",10
"157",3
"158",8
"159",7
"160",10
"161",6
"162",11
"163",3
"164",2
"165",6
"166",7
"167",6
"168",8
"169",7
"170",10
"171",4
"172",2
"173",10
"174",5
"175",3
"176",2
"177",7
"178",6
"179",3
"180",3
"181",6
"182",9
"183",7
"184",9
"185",1
"186",9
"187",7
"188",10
"189",1
"190",1
"191",2
"192",8
"193",8
"194",2
"195",6
"196",10
"197",11
"198",1
"199",8
"200",10
