"","V1","V2","V3","V4","V5"
"1",0.00425359153945955,0.00839847961362599,0.00109385202118507,0.0188583859506474,0.011111328727688
"2",0.0205503547147094,0.0058089912703443,0.0360811851277869,0.0109546371694898,0.0171846089866284
"3",0.0263627504922102,0.00310876161655457,0.00674221079039965,0.0596505987231993,0.0264992189117013
"4",0.00156584441637528,0.000973797425704095,0.00452540850802714,0.0533622913699431,0.0022431457963535
"5",0.0588468565750123,0.633014494232189,0.0473229377850563,0.0416714893889284,0.0129292143548141
"6",0.23366540364598,0.00436695576696247,0.0205284626365912,0.047549024146225,0.00397747550497401
"7",0.0308053093841591,0.00828377023245828,0.0137897522321195,0.00888587016919184,0.0215981156228661
"8",0.0149068046328778,0.00881224362369088,0.0017066271438544,0.441354941666643,0.0222005908049682
"9",0.0135123376305541,0.0639598308933726,0.719760286964164,0.077153488544107,0.348743199535805
"10",0.0144980060616026,0.0096803005122386,0.0334114828031959,0.00826901535380541,0.0248527773124196
"11",0.00331107330716555,0.0824400968601878,0.0106874043357196,0.100568822086307,0.00966940294492707
"12",0.00294545782223083,0.00504856073251185,0.00802817726286134,0.00797513288742888,0.000587554123731572
"13",0.00725690931902236,0.01302137388728,0.00621289919010341,0.00811421913463984,0.0126842326880101
"14",0.0100579194753068,0.00557280551477312,0.00634498171447533,0.0145726376167988,0.0176906005206057
"15",0.000523993968207425,0.0167240206775197,0.0187409918297661,0.0201268467871527,0.00157750447252055
"16",0.0432939079263311,0.0377183155284302,0.0120304619247603,0.000866144863528398,0.0488243298502581
"17",0.162429511164145,0.0733200610255592,0.0220408803698558,0.0176131732728459,0.02612870659233
"18",0.280467228288143,0.00926037174246899,0.00177286377943707,0.00333203119610393,0.00174731459317167
"19",0.00829623775623599,6.54428925953473e-05,0.0266444903427243,0.00508740280602653,0.0351528878411791
"20",0.0624505018802713,0.0104213259515323,0.0025346432379166,0.0540338468669869,0.354597790815048
