"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.0119949534148772,5.1884778812272e-05,0.0504080750870655,0.0254544899595943,0.00344000591680524,0.0191941124756627,0.0269544554266255,0.00299501346715237,0.0232340113285048
"2",0.00423633600942728,0.0134300140322616,0.00613213447513042,0.00320159027868684,0.086866906995892,0.0509765477831486,0.0500662113674805,0.0274950810618901,0.00994713930587679
"3",0.0101166455322614,0.00664780062276084,0.00315346338592323,0.00904857500059336,0.0195709986960447,0.0204017078186205,0.00560827987679911,0.0119730219695788,0.0117884931448155
"4",0.28889492249572,0.0114807366458224,0.169652295307146,0.00943665465075235,0.290673386104913,0.00679096783447653,0.0132725841012319,0.00813142095399092,0.0144162507118089
"5",0.0235649578347836,0.0496896054105559,0.00166081512269523,0.00231749521077808,0.0269181897900796,0.00288324983871212,0.0151434302763966,0.00298224301026244,0.00735794201236966
"6",0.0289921918667476,0.520575421874965,0.00537486894731908,0.0141502769679536,0.0121991774849132,0.352657731837372,0.00140788403463253,0.0266135135498392,0.0433049994471177
"7",0.000891500352562359,0.0115060659233344,0.00172907386708889,0.00055646089604062,0.0326939529711038,0.00893920519033463,0.00297976417728299,0.000689768943083378,0.00336868045663823
"8",0.00561413802312496,0.0128934303105561,0.105074897187756,0.013913163875703,0.00456512632249349,0.0476903325058592,0.0043607850977071,0.0097413503786283,0.0287397584188015
"9",0.0119315031853365,0.0280790034962324,1.17855738317165e-06,0.013454009121381,0.00768782582940652,0.0135973569780825,0.0361798748493722,0.00912029759627181,0.0182769220012857
"10",0.00414376105149333,0.00835366631262948,0.0034226367914648,0.00750343921927533,0.0126783337500465,0.0157980488374667,0.091778448321749,0.0106351936539042,0.0105888914309477
"11",0.347586327137375,0.040096337755578,0.025604725281447,0.00284540305871314,0.0186516832425417,0.017128258944613,0.0243549294791483,0.014384254692785,0.00651055698191162
"12",0.00619682722242545,0.0193321952235339,0.0306664970774827,0.00705555771961589,0.00243143432968574,0.00116597695821533,0.00236058063712451,0.747497382930717,0.00438063915424409
"13",0.0109790764985376,0.00185007534824223,0.462634995537232,0.0334465566753157,0.011848077321102,0.378581731003365,0.0241742041709758,0.042972358856282,0.0108485946824397
"14",0.0343576161480775,0.203315858567006,0.000957904032442401,0.622624061884825,0.147963445450289,0.00392775045179609,0.104274031059097,0.00397408943216407,0.0320190196855133
"15",0.00833187792507221,0.00673425475523069,0.0343162155677955,0.0400469172731768,0.213121860644677,0.00530919521740183,0.0339675186440852,0.00905510326377938,0.000900269838391113
"16",0.0224242431030091,0.0195015418907998,0.0151432356579773,0.148135943564294,0.0291469198218253,0.0127763342084726,0.465968320616503,0.019343072737322,0.680677829151018
"17",0.140573931171149,0.00350339892874679,0.0684788061396543,0.00912279863177313,0.000943390743920709,0.00828642457830656,0.00138970037979756,0.00668901650901291,0.0293251380516222
"18",0.0113450674707799,0.0331248930106647,0.00258559650754422,0.0109233060622101,0.0487065128781605,0.000143302454990155,0.00586936988642691,0.00998592163903493,0.0520530826980574
"19",0.00488726123107684,0.0030783915383565,0.000481670360425653,0.0233109767962142,0.0074709425111732,0.00452252907616646,0.0337980283585357,0.0349334934252944,0.00185023487231527
"20",0.0229368623261635,0.00675542357391129,0.012520915109027,0.00345232315310336,0.0224218291949273,0.0292292360069367,0.0560915992390287,0.000788401929007101,0.010411546626321
