"","x"
"1",2
"2",7
"3",3
"4",1
"5",3
"6",3
"7",5
"8",6
"9",7
"10",6
"11",7
"12",2
"13",4
"14",5
"15",5
"16",4
"17",4
"18",3
"19",6
"20",4
"21",6
"22",7
"23",5
"24",6
"25",1
"26",5
"27",2
"28",5
"29",1
"30",1
"31",2
"32",1
"33",1
"34",7
"35",6
"36",6
"37",2
"38",6
"39",4
"40",3
"41",4
"42",2
"43",1
"44",2
"45",3
"46",4
"47",6
"48",6
"49",5
"50",3
"51",4
"52",4
"53",1
"54",4
"55",1
"56",6
"57",1
"58",1
"59",2
"60",4
"61",3
"62",4
"63",1
"64",2
"65",6
"66",3
"67",2
"68",2
"69",3
"70",4
"71",2
"72",4
"73",2
"74",4
"75",2
"76",6
"77",2
"78",1
"79",1
"80",5
"81",2
"82",1
"83",1
"84",1
"85",4
"86",5
"87",6
"88",5
"89",6
"90",7
"91",4
"92",4
"93",6
"94",7
"95",6
"96",7
"97",5
"98",3
"99",6
"100",6
"101",3
"102",7
"103",1
"104",4
"105",7
"106",2
"107",3
"108",5
"109",2
"110",6
"111",4
"112",6
"113",3
"114",5
"115",6
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",1
"123",6
"124",1
"125",6
"126",1
"127",2
"128",7
"129",4
"130",4
"131",2
"132",3
"133",4
"134",4
"135",2
"136",1
"137",4
"138",1
"139",6
"140",2
"141",1
"142",5
"143",1
"144",6
"145",7
"146",6
"147",2
"148",2
"149",5
"150",2
"151",2
"152",2
"153",4
"154",4
"155",4
"156",6
"157",2
"158",5
"159",6
"160",5
"161",6
"162",2
"163",1
"164",3
"165",3
"166",6
"167",1
"168",2
"169",3
"170",3
"171",2
"172",6
"173",5
"174",5
"175",5
"176",2
"177",7
"178",2
"179",5
"180",7
"181",5
"182",6
"183",3
"184",5
"185",5
"186",4
"187",6
"188",7
"189",6
"190",2
"191",4
"192",5
"193",6
"194",4
"195",3
"196",6
"197",4
"198",3
"199",4
"200",4
