"","x"
"1",8
"2",11
"3",8
"4",4
"5",3
"6",11
"7",4
"8",7
"9",1
"10",5
"11",2
"12",5
"13",11
"14",9
"15",11
"16",10
"17",4
"18",4
"19",9
"20",2
"21",4
"22",1
"23",7
"24",5
"25",11
"26",11
"27",5
"28",10
"29",9
"30",9
"31",4
"32",10
"33",5
"34",11
"35",1
"36",8
"37",11
"38",10
"39",11
"40",1
"41",2
"42",3
"43",3
"44",1
"45",3
"46",10
"47",8
"48",11
"49",3
"50",2
"51",2
"52",6
"53",3
"54",9
"55",3
"56",2
"57",8
"58",7
"59",11
"60",11
"61",9
"62",1
"63",7
"64",1
"65",1
"66",9
"67",4
"68",3
"69",1
"70",8
"71",10
"72",1
"73",3
"74",6
"75",2
"76",9
"77",1
"78",7
"79",5
"80",2
"81",5
"82",5
"83",11
"84",10
"85",5
"86",4
"87",2
"88",1
"89",11
"90",5
"91",8
"92",10
"93",5
"94",3
"95",9
"96",6
"97",2
"98",1
"99",11
"100",1
"101",3
"102",5
"103",3
"104",7
"105",8
"106",10
"107",11
"108",1
"109",4
"110",8
"111",6
"112",3
"113",1
"114",4
"115",2
"116",11
"117",2
"118",11
"119",8
"120",7
"121",1
"122",3
"123",7
"124",3
"125",6
"126",1
"127",6
"128",1
"129",4
"130",9
"131",5
"132",1
"133",1
"134",2
"135",7
"136",2
"137",3
"138",4
"139",6
"140",6
"141",10
"142",8
"143",8
"144",10
"145",4
"146",7
"147",9
"148",8
"149",9
"150",11
"151",2
"152",7
"153",9
"154",9
"155",11
"156",10
"157",5
"158",11
"159",9
"160",10
"161",6
"162",2
"163",4
"164",7
"165",6
"166",9
"167",4
"168",8
"169",7
"170",11
"171",4
"172",5
"173",2
"174",4
"175",3
"176",5
"177",8
"178",7
"179",3
"180",3
"181",10
"182",9
"183",7
"184",5
"185",4
"186",11
"187",7
"188",10
"189",9
"190",1
"191",2
"192",8
"193",5
"194",2
"195",10
"196",11
"197",10
"198",7
"199",10
"200",6
