"","x"
"1",8
"2",11
"3",1
"4",8
"5",8
"6",1
"7",6
"8",11
"9",3
"10",8
"11",2
"12",3
"13",11
"14",7
"15",11
"16",8
"17",6
"18",4
"19",9
"20",3
"21",6
"22",11
"23",11
"24",11
"25",3
"26",11
"27",5
"28",4
"29",9
"30",10
"31",11
"32",8
"33",5
"34",3
"35",5
"36",9
"37",11
"38",5
"39",4
"40",9
"41",8
"42",8
"43",3
"44",7
"45",6
"46",10
"47",8
"48",5
"49",9
"50",1
"51",2
"52",9
"53",8
"54",9
"55",8
"56",6
"57",5
"58",10
"59",3
"60",1
"61",9
"62",4
"63",7
"64",1
"65",8
"66",9
"67",4
"68",3
"69",1
"70",3
"71",10
"72",4
"73",6
"74",4
"75",2
"76",4
"77",1
"78",7
"79",10
"80",1
"81",7
"82",5
"83",11
"84",4
"85",5
"86",4
"87",10
"88",9
"89",2
"90",5
"91",8
"92",2
"93",3
"94",1
"95",9
"96",6
"97",2
"98",1
"99",11
"100",9
"101",8
"102",9
"103",7
"104",5
"105",8
"106",11
"107",10
"108",8
"109",7
"110",8
"111",6
"112",4
"113",3
"114",2
"115",2
"116",11
"117",10
"118",11
"119",8
"120",8
"121",6
"122",7
"123",3
"124",6
"125",9
"126",1
"127",7
"128",7
"129",3
"130",6
"131",7
"132",3
"133",7
"134",6
"135",7
"136",10
"137",1
"138",1
"139",4
"140",6
"141",7
"142",2
"143",11
"144",7
"145",5
"146",6
"147",1
"148",6
"149",6
"150",5
"151",6
"152",4
"153",4
"154",9
"155",9
"156",10
"157",11
"158",10
"159",3
"160",10
"161",6
"162",2
"163",3
"164",8
"165",11
"166",2
"167",4
"168",8
"169",7
"170",6
"171",4
"172",3
"173",4
"174",1
"175",3
"176",2
"177",10
"178",10
"179",3
"180",3
"181",2
"182",9
"183",7
"184",9
"185",4
"186",7
"187",8
"188",10
"189",9
"190",1
"191",2
"192",8
"193",8
"194",5
"195",3
"196",9
"197",10
"198",10
"199",4
"200",1
