"","x"
"1",8
"2",1
"3",4
"4",5
"5",9
"6",1
"7",2
"8",7
"9",7
"10",8
"11",2
"12",6
"13",11
"14",4
"15",5
"16",5
"17",1
"18",4
"19",9
"20",2
"21",1
"22",11
"23",4
"24",2
"25",4
"26",11
"27",5
"28",10
"29",6
"30",1
"31",11
"32",4
"33",5
"34",4
"35",7
"36",2
"37",11
"38",7
"39",7
"40",1
"41",7
"42",3
"43",3
"44",4
"45",8
"46",10
"47",8
"48",9
"49",9
"50",8
"51",1
"52",11
"53",8
"54",9
"55",5
"56",11
"57",2
"58",4
"59",11
"60",4
"61",9
"62",6
"63",7
"64",2
"65",10
"66",9
"67",4
"68",3
"69",1
"70",2
"71",10
"72",5
"73",11
"74",11
"75",2
"76",3
"77",1
"78",7
"79",2
"80",5
"81",2
"82",5
"83",11
"84",8
"85",5
"86",4
"87",9
"88",6
"89",8
"90",5
"91",8
"92",9
"93",10
"94",5
"95",10
"96",8
"97",2
"98",1
"99",11
"100",6
"101",11
"102",3
"103",4
"104",8
"105",8
"106",4
"107",4
"108",11
"109",7
"110",4
"111",4
"112",8
"113",6
"114",5
"115",2
"116",8
"117",6
"118",11
"119",9
"120",4
"121",7
"122",1
"123",9
"124",11
"125",3
"126",1
"127",6
"128",10
"129",5
"130",8
"131",2
"132",5
"133",2
"134",8
"135",8
"136",9
"137",9
"138",2
"139",3
"140",6
"141",10
"142",2
"143",6
"144",1
"145",1
"146",6
"147",5
"148",2
"149",4
"150",2
"151",1
"152",9
"153",2
"154",9
"155",7
"156",10
"157",5
"158",2
"159",11
"160",10
"161",6
"162",2
"163",3
"164",6
"165",1
"166",3
"167",4
"168",8
"169",7
"170",3
"171",4
"172",11
"173",3
"174",4
"175",3
"176",10
"177",7
"178",7
"179",3
"180",3
"181",9
"182",9
"183",7
"184",11
"185",5
"186",3
"187",5
"188",10
"189",5
"190",1
"191",2
"192",8
"193",11
"194",7
"195",7
"196",10
"197",3
"198",9
"199",10
"200",4
