"","x"
"1",8
"2",6
"3",3
"4",4
"5",4
"6",8
"7",2
"8",6
"9",10
"10",9
"11",1
"12",9
"13",11
"14",11
"15",4
"16",10
"17",11
"18",4
"19",9
"20",5
"21",3
"22",7
"23",9
"24",9
"25",5
"26",11
"27",5
"28",1
"29",4
"30",11
"31",5
"32",2
"33",5
"34",6
"35",2
"36",11
"37",11
"38",6
"39",5
"40",11
"41",10
"42",3
"43",10
"44",1
"45",9
"46",11
"47",8
"48",8
"49",9
"50",3
"51",7
"52",10
"53",9
"54",9
"55",4
"56",7
"57",2
"58",1
"59",8
"60",1
"61",9
"62",9
"63",7
"64",9
"65",2
"66",9
"67",4
"68",10
"69",1
"70",1
"71",10
"72",6
"73",9
"74",6
"75",2
"76",1
"77",7
"78",7
"79",8
"80",4
"81",10
"82",5
"83",9
"84",11
"85",7
"86",4
"87",1
"88",10
"89",6
"90",5
"91",5
"92",11
"93",2
"94",4
"95",4
"96",5
"97",11
"98",1
"99",11
"100",1
"101",4
"102",2
"103",4
"104",9
"105",8
"106",4
"107",7
"108",4
"109",11
"110",8
"111",1
"112",4
"113",6
"114",11
"115",8
"116",5
"117",9
"118",11
"119",9
"120",11
"121",8
"122",11
"123",9
"124",2
"125",11
"126",1
"127",7
"128",7
"129",4
"130",2
"131",10
"132",1
"133",1
"134",11
"135",11
"136",3
"137",1
"138",1
"139",1
"140",6
"141",6
"142",2
"143",1
"144",2
"145",7
"146",6
"147",1
"148",6
"149",7
"150",8
"151",6
"152",4
"153",9
"154",9
"155",11
"156",10
"157",4
"158",6
"159",10
"160",10
"161",6
"162",3
"163",3
"164",9
"165",11
"166",1
"167",3
"168",8
"169",7
"170",6
"171",4
"172",6
"173",8
"174",3
"175",3
"176",9
"177",3
"178",9
"179",3
"180",3
"181",4
"182",9
"183",7
"184",3
"185",3
"186",4
"187",9
"188",10
"189",9
"190",1
"191",2
"192",8
"193",8
"194",8
"195",6
"196",3
"197",3
"198",3
"199",6
"200",5
