"","x"
"1",4
"2",7
"3",6
"4",2
"5",3
"6",3
"7",4
"8",6
"9",6
"10",6
"11",7
"12",1
"13",4
"14",3
"15",1
"16",2
"17",5
"18",4
"19",6
"20",1
"21",4
"22",7
"23",4
"24",5
"25",1
"26",2
"27",5
"28",7
"29",1
"30",3
"31",7
"32",1
"33",1
"34",7
"35",2
"36",2
"37",5
"38",6
"39",4
"40",3
"41",2
"42",4
"43",5
"44",6
"45",5
"46",2
"47",2
"48",6
"49",7
"50",2
"51",4
"52",1
"53",7
"54",4
"55",1
"56",4
"57",6
"58",7
"59",4
"60",6
"61",3
"62",6
"63",5
"64",6
"65",6
"66",3
"67",2
"68",2
"69",7
"70",5
"71",7
"72",4
"73",2
"74",1
"75",2
"76",3
"77",3
"78",1
"79",1
"80",1
"81",4
"82",3
"83",7
"84",1
"85",1
"86",7
"87",6
"88",5
"89",5
"90",6
"91",7
"92",4
"93",6
"94",7
"95",6
"96",5
"97",4
"98",2
"99",6
"100",5
"101",1
"102",6
"103",3
"104",4
"105",1
"106",2
"107",4
"108",6
"109",2
"110",6
"111",2
"112",6
"113",5
"114",5
"115",5
"116",2
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",3
"124",4
"125",1
"126",1
"127",4
"128",6
"129",5
"130",4
"131",4
"132",4
"133",7
"134",7
"135",2
"136",5
"137",1
"138",1
"139",3
"140",2
"141",1
"142",1
"143",1
"144",6
"145",7
"146",2
"147",5
"148",7
"149",3
"150",2
"151",3
"152",2
"153",3
"154",4
"155",4
"156",6
"157",7
"158",5
"159",6
"160",5
"161",6
"162",1
"163",3
"164",3
"165",2
"166",7
"167",1
"168",4
"169",1
"170",2
"171",6
"172",1
"173",1
"174",2
"175",5
"176",1
"177",1
"178",3
"179",6
"180",4
"181",2
"182",1
"183",3
"184",5
"185",5
"186",7
"187",6
"188",7
"189",3
"190",7
"191",2
"192",4
"193",6
"194",4
"195",3
"196",1
"197",6
"198",3
"199",4
"200",4
