"","x"
"1",8
"2",3
"3",7
"4",1
"5",10
"6",2
"7",1
"8",3
"9",5
"10",8
"11",2
"12",3
"13",11
"14",10
"15",3
"16",7
"17",2
"18",4
"19",9
"20",2
"21",7
"22",2
"23",2
"24",10
"25",4
"26",11
"27",5
"28",11
"29",7
"30",1
"31",11
"32",7
"33",5
"34",10
"35",2
"36",7
"37",11
"38",2
"39",2
"40",7
"41",8
"42",3
"43",3
"44",11
"45",10
"46",10
"47",8
"48",1
"49",4
"50",10
"51",8
"52",4
"53",5
"54",9
"55",2
"56",6
"57",9
"58",4
"59",6
"60",11
"61",9
"62",1
"63",7
"64",4
"65",6
"66",9
"67",4
"68",3
"69",1
"70",8
"71",10
"72",5
"73",8
"74",2
"75",2
"76",7
"77",1
"78",7
"79",8
"80",6
"81",3
"82",5
"83",11
"84",1
"85",5
"86",4
"87",11
"88",3
"89",9
"90",5
"91",8
"92",6
"93",10
"94",5
"95",4
"96",7
"97",2
"98",1
"99",11
"100",6
"101",11
"102",1
"103",3
"104",11
"105",8
"106",8
"107",3
"108",6
"109",1
"110",6
"111",4
"112",11
"113",6
"114",9
"115",2
"116",5
"117",2
"118",11
"119",5
"120",3
"121",3
"122",8
"123",8
"124",9
"125",6
"126",1
"127",1
"128",10
"129",2
"130",10
"131",10
"132",5
"133",2
"134",9
"135",7
"136",8
"137",2
"138",8
"139",7
"140",6
"141",2
"142",2
"143",7
"144",9
"145",6
"146",6
"147",8
"148",9
"149",10
"150",1
"151",2
"152",6
"153",10
"154",9
"155",6
"156",10
"157",4
"158",7
"159",11
"160",10
"161",6
"162",9
"163",9
"164",5
"165",7
"166",2
"167",1
"168",8
"169",7
"170",1
"171",4
"172",7
"173",2
"174",10
"175",3
"176",8
"177",5
"178",2
"179",3
"180",3
"181",7
"182",9
"183",7
"184",8
"185",7
"186",8
"187",3
"188",10
"189",3
"190",1
"191",2
"192",8
"193",1
"194",7
"195",1
"196",10
"197",8
"198",8
"199",7
"200",8
