"","x"
"1",2
"2",2
"3",2
"4",5
"5",4
"6",3
"7",6
"8",2
"9",6
"10",7
"11",2
"12",3
"13",7
"14",3
"15",2
"16",1
"17",5
"18",5
"19",4
"20",5
"21",1
"22",4
"23",3
"24",1
"25",5
"26",1
"27",3
"28",7
"29",3
"30",5
"31",5
"32",4
"33",4
"34",5
"35",1
"36",2
"37",5
"38",4
"39",7
"40",7
"41",4
"42",6
"43",3
"44",3
"45",1
"46",5
"47",1
"48",3
"49",3
"50",2
"51",2
"52",2
"53",2
"54",3
"55",4
"56",7
"57",7
"58",4
"59",7
"60",4
"61",6
"62",2
"63",5
"64",7
"65",4
"66",3
"67",5
"68",6
"69",6
"70",1
"71",3
"72",6
"73",6
"74",6
"75",7
"76",6
"77",4
"78",7
"79",2
"80",5
"81",6
"82",4
"83",6
"84",3
"85",3
"86",2
"87",7
"88",1
"89",1
"90",1
"91",5
"92",1
"93",5
"94",3
"95",7
"96",6
"97",1
"98",1
"99",4
"100",6
"101",6
"102",1
"103",6
"104",2
"105",7
"106",3
"107",2
"108",5
"109",4
"110",3
"111",3
"112",5
"113",2
"114",3
"115",3
"116",5
"117",5
"118",7
"119",3
"120",2
"121",7
"122",7
"123",2
"124",7
"125",5
"126",1
"127",1
"128",7
"129",3
"130",3
"131",4
"132",7
"133",2
"134",3
"135",6
"136",5
"137",7
"138",4
"139",7
"140",5
"141",2
"142",7
"143",7
"144",2
"145",5
"146",7
"147",3
"148",1
"149",3
"150",2
"151",2
"152",6
"153",4
"154",7
"155",3
"156",5
"157",2
"158",3
"159",1
"160",7
"161",1
"162",4
"163",4
"164",4
"165",3
"166",7
"167",7
"168",4
"169",5
"170",5
"171",4
"172",7
"173",6
"174",2
"175",5
"176",6
"177",1
"178",7
"179",7
"180",5
"181",5
"182",7
"183",6
"184",1
"185",4
"186",3
"187",5
"188",4
"189",3
"190",2
"191",5
"192",1
"193",5
"194",4
"195",3
"196",2
"197",2
"198",7
"199",7
"200",6
