"","x"
"1",3
"2",7
"3",3
"4",4
"5",3
"6",3
"7",1
"8",6
"9",4
"10",5
"11",7
"12",2
"13",4
"14",7
"15",4
"16",3
"17",6
"18",1
"19",6
"20",5
"21",3
"22",7
"23",5
"24",6
"25",1
"26",5
"27",5
"28",7
"29",3
"30",5
"31",2
"32",1
"33",1
"34",7
"35",1
"36",6
"37",1
"38",6
"39",4
"40",3
"41",1
"42",4
"43",1
"44",5
"45",6
"46",2
"47",6
"48",6
"49",2
"50",5
"51",4
"52",7
"53",1
"54",2
"55",4
"56",2
"57",1
"58",3
"59",1
"60",4
"61",7
"62",1
"63",3
"64",4
"65",6
"66",3
"67",2
"68",2
"69",4
"70",5
"71",4
"72",4
"73",2
"74",7
"75",4
"76",4
"77",4
"78",1
"79",1
"80",1
"81",2
"82",2
"83",2
"84",1
"85",5
"86",6
"87",6
"88",5
"89",6
"90",1
"91",5
"92",4
"93",7
"94",7
"95",6
"96",7
"97",5
"98",4
"99",6
"100",7
"101",3
"102",1
"103",4
"104",4
"105",5
"106",4
"107",7
"108",4
"109",2
"110",6
"111",2
"112",6
"113",7
"114",5
"115",3
"116",7
"117",1
"118",3
"119",4
"120",7
"121",6
"122",3
"123",4
"124",2
"125",4
"126",2
"127",2
"128",6
"129",3
"130",4
"131",7
"132",1
"133",4
"134",5
"135",4
"136",4
"137",3
"138",1
"139",1
"140",2
"141",1
"142",4
"143",1
"144",6
"145",7
"146",6
"147",4
"148",4
"149",4
"150",2
"151",7
"152",2
"153",5
"154",4
"155",4
"156",6
"157",5
"158",5
"159",6
"160",5
"161",2
"162",2
"163",3
"164",3
"165",3
"166",7
"167",1
"168",3
"169",6
"170",5
"171",3
"172",7
"173",7
"174",2
"175",2
"176",4
"177",2
"178",4
"179",2
"180",2
"181",6
"182",7
"183",3
"184",5
"185",5
"186",4
"187",2
"188",7
"189",5
"190",1
"191",3
"192",4
"193",6
"194",4
"195",3
"196",3
"197",6
"198",3
"199",4
"200",4
