"","V1","V2","V3","V4","V5"
"1",0.00919569038022906,0.0226670302750568,0.000715254271348872,0.00324888618329932,0.00115387064511843
"2",0.0253045117944563,0.0157431878162421,0.0104281615067806,0.0020104402957643,0.0112691441105112
"3",0.00743130524804357,0.0250327611299316,0.00256863116517399,0.0090619805407856,4.62427183917662e-05
"4",0.00758479714516841,0.0228409003380093,0.0276675099384281,0.184948716378226,0.0159169810877747
"5",0.0128840361179508,0.552611519888865,0.0882302582517392,0.00605159921826304,0.00545475594720066
"6",0.219191998798438,0.010075886134981,0.00126559265937734,0.0269559323394346,0.0928367177546029
"7",0.0241519352720516,0.0218807678384874,0.00846024990557668,0.0947126204583486,0.00599540711127005
"8",0.0165399316376129,0.00959448531564401,0.0121665358947644,0.446491287573456,0.0219648379312055
"9",0.0177769270868694,0.00614215216837115,0.710814260888411,0.068023951687066,0.28221950943289
"10",0.0481770222291052,0.047469119105253,0.018548129105232,0.0090772836430123,0.00470088607106241
"11",0.00650480160005399,0.0846907524801886,0.00704594770819913,0.0257923028064619,0.00405251087079544
"12",0.0228574070290473,0.0104897145667673,0.00869161952216158,0.018777418995093,0.000582691943343587
"13",0.0142269418745803,0.0131902898177253,0.0165587845031103,0.00247533080068607,0.00721007817621629
"14",0.00549759937229555,0.0283063537065744,0.00477645306021703,0.00554474639264864,0.0206988094302771
"15",0.0305204396065199,0.0133772154142153,0.00819797065644427,0.0166118843396822,0.00814861763592548
"16",0.0140454873367317,0.0110556815648828,0.0110314216464196,0.0383770066943375,0.00254831959031644
"17",0.101371567448192,0.0741779410908061,0.0215729611670163,0.0048399326223367,0.00776539609371692
"18",0.406805346309832,0.0206557992403235,0.0222256064137928,0.00489520399993314,0.00291861060840174
"19",0.00670817922862744,0.00571387804475969,0.0124441050779159,0.0233349379151874,0.0188261617310702
"20",0.00322407448419482,0.00428456406291573,0.00659054665789141,0.00876853711597764,0.485690451109909
