"","x"
"1",5
"2",7
"3",6
"4",5
"5",3
"6",6
"7",1
"8",6
"9",7
"10",7
"11",7
"12",7
"13",4
"14",2
"15",1
"16",3
"17",3
"18",7
"19",6
"20",7
"21",6
"22",7
"23",2
"24",6
"25",1
"26",7
"27",6
"28",4
"29",4
"30",6
"31",5
"32",1
"33",1
"34",7
"35",7
"36",3
"37",5
"38",6
"39",4
"40",3
"41",7
"42",7
"43",6
"44",7
"45",2
"46",5
"47",6
"48",6
"49",7
"50",2
"51",4
"52",5
"53",5
"54",1
"55",3
"56",4
"57",1
"58",2
"59",6
"60",7
"61",5
"62",1
"63",6
"64",6
"65",6
"66",3
"67",2
"68",2
"69",3
"70",4
"71",1
"72",4
"73",2
"74",7
"75",3
"76",7
"77",7
"78",1
"79",1
"80",7
"81",6
"82",7
"83",4
"84",1
"85",6
"86",7
"87",6
"88",5
"89",2
"90",4
"91",2
"92",4
"93",5
"94",7
"95",6
"96",3
"97",3
"98",5
"99",6
"100",2
"101",6
"102",5
"103",5
"104",4
"105",3
"106",7
"107",6
"108",6
"109",2
"110",6
"111",3
"112",6
"113",7
"114",5
"115",5
"116",2
"117",1
"118",3
"119",4
"120",7
"121",6
"122",6
"123",7
"124",6
"125",4
"126",2
"127",5
"128",3
"129",6
"130",4
"131",4
"132",1
"133",4
"134",1
"135",7
"136",1
"137",1
"138",1
"139",6
"140",7
"141",1
"142",5
"143",1
"144",6
"145",1
"146",6
"147",5
"148",1
"149",5
"150",2
"151",7
"152",2
"153",3
"154",4
"155",6
"156",6
"157",4
"158",5
"159",6
"160",5
"161",4
"162",5
"163",3
"164",3
"165",4
"166",1
"167",1
"168",6
"169",1
"170",3
"171",1
"172",7
"173",7
"174",5
"175",3
"176",2
"177",1
"178",4
"179",4
"180",6
"181",5
"182",3
"183",3
"184",5
"185",5
"186",2
"187",3
"188",7
"189",2
"190",6
"191",6
"192",5
"193",6
"194",4
"195",3
"196",3
"197",4
"198",3
"199",4
"200",4
