"","V1","V2","V3","V4","V5"
"1",0.00514722048441324,0.0326357013460466,0.020867556793627,0.0191141671450075,0.0188821470391124
"2",0.0171204402836465,0.0381595433146875,0.00490992058401039,0.0522665116275454,0.00452519752622346
"3",0.0050972268181962,0.0184529481065922,0.0202843825310615,0.00699310549440866,0.00124947238289447
"4",0.00283560577055952,0.00648043945650234,0.0388984719763836,0.224404231821029,0.0192272602982661
"5",0.000840373821693651,0.506329172744005,0.100297158738747,0.00381539097277842,0.0075432957196489
"6",0.318038464073436,0.000292459079176362,0.00932544635354886,0.0309354321428408,0.0468211051939499
"7",0.0239698722548745,0.0183826254774267,0.0127328914710476,0.00373663832917519,0.02522990662349
"8",0.0526183784095766,0.0373192032046364,0.0202082705308016,0.367053655529286,0.00174702086506456
"9",0.0227519873697715,0.010299391920844,0.646494601008232,0.0962621203544744,0.348859423117735
"10",0.00250433106117431,0.0073248099955119,0.00247339646182626,0.021091823160908,0.031468434713402
"11",0.0399235360035399,0.0991298048673109,0.00816566626642564,0.0397666233008717,0.0193263129549378
"12",0.0125325085902363,0.0474514700166001,0.00171032894545344,0.0264212015639336,0.0135172845587103
"13",0.00236878068557342,0.0121750066099424,0.0309131571554023,0.0141337708625184,0.00583006388310968
"14",0.00374975720215453,0.00592928351367812,0.00519577669453279,0.009703435264892,0.00499197133267266
"15",0.0161653139182971,0.00161820499604164,0.023272744728848,0.00564938873647297,0.00634379973684104
"16",0.00873602940308873,0.010964595567853,0.0306830315644803,0.0501897636010192,0.0379369494255268
"17",0.0842179498977613,0.0860574844010769,0.00235463438423484,0.00825423862901755,0.0103669271075999
"18",0.328134437896896,0.00981787966392523,0.00121395826405436,0.00564322998699888,0.00594037167907232
"19",0.0207289827557583,0.000937142530790855,0.0196890020270778,0.0125219325125206,0.000224287822936377
"20",0.0325188032993523,0.050242833187352,0.00030960352020558,0.00204333896430132,0.389968768018807
