"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.00933984312059001,0.0318122883320603,0.00615485536258027,0.00357433297352115,0.0141561172671607,0.00414604999748607,0.000855630755504378,0.0191156333518817,0.0728522867267185
"2",0.00143670762391407,0.00157022373642865,0.0143906637147319,0.0545017110793194,0.0856902225810319,0.0514727119680068,0.0516317807624568,0.0108723596836472,0.0439808601374829
"3",0.0120550286524597,0.00388849544316613,0.000280833181408718,0.00967067584576356,0.00924022272715033,0.0205494003836701,0.00384389825443804,0.0115255455474012,0.000294201054542475
"4",0.235148525411063,0.0166714681387652,0.137556246398265,0.00313525063081191,0.236176574971756,0.00401786101644054,0.0741569354596624,0.0117678840475204,0.0146748728335194
"5",0.036011457387048,0.0117437896499158,0.010713331223744,0.0127115286076111,0.0212256576745919,0.0668886554369313,0.0071948377688884,0.00756523480851763,0.0255238610603653
"6",0.00349343488891145,0.534859163907034,0.00353656474226746,0.0293338296746699,0.00288853493520301,0.396122412443655,0.0881470073417421,0.022575647301863,0.0378634673090209
"7",0.0323273936587607,0.0349039602754293,0.0102788452395645,0.00072977564387401,0.00936509493269529,0.0193933691894883,0.00566030110728474,0.0013084834761331,0.00773858412150494
"8",0.0236357376728241,0.00737645678956848,0.106251526541236,0.0168152208620707,0.00621508497119895,0.0149187469019929,0.0203812194421673,0.0260419960354528,0.0316272412862645
"9",0.00523373061026231,0.0374025991418763,0.00328217430188768,0.012737640544549,0.0229864904888539,0.00772500380850268,0.0132076952079118,0.0128477659624641,0.0549945402961835
"10",0.0103135107666501,0.000404542021979806,0.0243811513256616,0.0264575323463988,0.00567571644360502,0.00641322823174911,0.11086478641502,0.00538159635744341,0.00777254844107252
"11",0.338610429595595,0.0445769499009315,0.0109789138148549,0.0156171103484843,0.00368614018380494,0.00223017726476597,0.000217069234368579,0.0155065499037332,0.00715041642904244
"12",0.0123289281728442,0.0113057563743739,0.0164142405289359,0.01042777828859,0.0362400296323994,0.0206563170406609,0.0163472834709158,0.768450510585446,0.00224339879076514
"13",0.00436383244229425,0.0185739601516472,0.478560343168139,0.0055765844335223,0.0225185074561064,0.313744472659114,0.0139172894349362,0.02651885471444,0.00433506617097171
"14",0.0380025994495104,0.131737887696412,0.00837728987597382,0.629595675860639,0.116299501454627,0.0228082376362662,0.128278750070712,0.0234204960556721,0.00945885739148553
"15",0.00731074789811459,0.0422857304401668,0.00159970657380714,0.0602528401004136,0.289525735138775,0.00580080980295395,0.0126281388255407,0.00624336754006186,0.0491428622084714
"16",0.0233700638321888,0.0196664523101759,0.0298015983331507,0.0853492805296735,0.000803835323206412,0.00795560741980436,0.39570380973053,0.0103933305066601,0.595235642092466
"17",0.172764315573614,0.00905863841996821,0.0963938703152802,0.00155536607331316,0.0103792233810826,0.0044288517616317,0.00338085682961427,0.00164938685566662,0.0147566445802519
"18",0.00280620317669467,0.00785483629348737,0.0223046621334135,0.0123125335282934,0.0773069863565272,0.00441697769200961,0.00300730518942438,0.00852638759531169,0.00215475396176107
"19",0.0211432147101828,0.0157710632433585,0.00837680230006294,0.00689761729306277,0.0142526319291075,0.0213710476581629,0.0484125878412239,0.00543069860771576,0.000627319917985208
"20",0.0103042953564773,0.018535737733254,0.0103663809250341,0.00274771533541838,0.0153676921511161,0.00494006168670769,0.00216281685765948,0.00485827106296843,0.0175725751901253
