"","x"
"1",6
"2",7
"3",7
"4",4
"5",3
"6",2
"7",6
"8",6
"9",5
"10",7
"11",6
"12",3
"13",4
"14",4
"15",5
"16",3
"17",4
"18",2
"19",6
"20",2
"21",7
"22",7
"23",1
"24",3
"25",1
"26",4
"27",6
"28",2
"29",1
"30",1
"31",6
"32",1
"33",1
"34",7
"35",2
"36",2
"37",5
"38",6
"39",4
"40",3
"41",7
"42",4
"43",4
"44",2
"45",7
"46",4
"47",2
"48",6
"49",2
"50",7
"51",4
"52",3
"53",1
"54",1
"55",1
"56",3
"57",2
"58",5
"59",7
"60",2
"61",3
"62",1
"63",1
"64",5
"65",6
"66",3
"67",2
"68",1
"69",3
"70",4
"71",6
"72",4
"73",2
"74",4
"75",1
"76",7
"77",3
"78",1
"79",1
"80",3
"81",1
"82",7
"83",2
"84",1
"85",4
"86",1
"87",6
"88",5
"89",4
"90",1
"91",4
"92",4
"93",5
"94",2
"95",6
"96",2
"97",6
"98",3
"99",6
"100",4
"101",3
"102",5
"103",4
"104",4
"105",2
"106",6
"107",2
"108",2
"109",2
"110",6
"111",7
"112",6
"113",4
"114",5
"115",2
"116",3
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",6
"124",3
"125",6
"126",1
"127",4
"128",2
"129",2
"130",4
"131",2
"132",3
"133",5
"134",3
"135",2
"136",4
"137",6
"138",1
"139",1
"140",7
"141",1
"142",5
"143",1
"144",6
"145",2
"146",2
"147",6
"148",5
"149",1
"150",2
"151",7
"152",2
"153",5
"154",4
"155",5
"156",6
"157",2
"158",5
"159",6
"160",5
"161",6
"162",3
"163",4
"164",3
"165",3
"166",1
"167",1
"168",7
"169",7
"170",1
"171",5
"172",6
"173",5
"174",7
"175",3
"176",3
"177",1
"178",6
"179",2
"180",2
"181",5
"182",4
"183",3
"184",5
"185",5
"186",4
"187",5
"188",7
"189",5
"190",3
"191",6
"192",3
"193",6
"194",4
"195",3
"196",6
"197",1
"198",3
"199",4
"200",4
