"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.00262411970865137,0.0103654399661044,0.00468422258751677,0.0222829236462866,0.0114043412854451,0.00338234457200863,0.00121380566076533,0.00485222212397059,0.00380580986616883
"2",0.0342078113757426,0.00540519018864399,0.016678182197854,0.0385562214848339,0.178584507369095,0.0770972698185632,0.0638718206037912,0.0121097443011176,0.0173722302156497
"3",0.0465571718891746,0.0235638628933423,0.0171169632427377,0.00340114511683056,0.00489489803578876,0.00715159843965702,0.00694626467085554,0.0126155236483624,0.0220121659709157
"4",0.207983419225795,0.00671094617641085,0.0962721987630537,0.00886636936617308,0.267033053621054,0.0229343623088665,0.0115532799451945,0.0040179128268194,0.000550473878194367
"5",0.0357268051338198,0.0106616407925982,0.0116428930778907,0.0240581533249224,0.0203056896528393,0.0145175826074728,0.0127791842131345,0.0617848957966075,0.00915608358445761
"6",0.0121391194877709,0.479677201754554,0.00965861577143486,0.0270295282042759,0.0155751477132275,0.356256465626504,0.0396108645277906,0.018505763778234,0.000382072237897651
"7",0.0255978701774132,0.0291700639088607,0.00531159133364326,0.00776391324570558,0.0106650487759519,0.00797660695771157,0.0223346459996286,0.00747871040154425,0.0150749657834956
"8",0.0159164435731953,0.0473416982961062,0.0599794662915995,0.0025708679235823,0.00489482933441027,0.0364483560577909,0.00064699522525057,0.00107696892853534,0.0194189697469841
"9",0.0013324041044103,0.026393324953284,0.036844676028792,0.00104642391756946,0.00119901678742254,0.00233001492888098,0.0223912260981449,0.000903275931752124,0.022579790177425
"10",0.00529562245548835,0.0100910308766629,0.00630710339177185,0.0165174688627862,0.00709135855297604,0.00738302746558887,0.112503669040898,0.0273687932206116,0.00200586928357799
"11",0.337139078152344,0.0204727374833976,0.0122988138930931,0.0146790072778334,0.00802914098648075,0.00875929647381113,0.0127924994723606,0.023054048126238,0.00770917899758105
"12",0.00593755546611354,0.0110804725772459,0.0202315247561367,0.0198485701840256,0.00562051882542455,0.0120622552795532,0.0238430318934309,0.702447280162996,0.00594321381832355
"13",0.0340260460056884,0.00113397372061755,0.530779100991991,0.0094212366888123,0.0421876387251063,0.308016119540662,0.00228502287616515,0.0295782813291633,0.049293619659331
"14",0.0159390358940583,0.21606942110207,0.0145869732315059,0.58043912428687,0.0966706223372232,0.00938871008821888,0.168612278575013,0.0318726782813589,0.0886211699338141
"15",0.000232670482403019,0.00968171491193304,0.0373028525597761,0.0397375000821454,0.184062827417241,0.0597381977780429,0.0284159576678549,0.0271570500375301,0.00760962070291458
"16",0.00639069575382442,0.0338810081004963,0.0140544498026041,0.131794661893583,0.0238667906900308,0.0117827558134855,0.385456841193328,0.000710080952902108,0.678308444047945
"17",0.16912623417131,0.0118421288441768,0.0562945211398866,0.0381298370247034,0.0183966780063177,0.00012509403880299,0.0325547650610695,0.00334865676219122,0.0189969911345642
"18",0.0405270082506951,0.0124141329463137,0.0178167575947309,0.00193824864835874,0.0410881850011139,0.00436863621102807,0.0122540107134238,0.0038748027636305,0.00780371820972729
"19",0.000672110889805248,0.0153649119734743,0.017411801466115,0.00817232834952807,0.011408637931695,0.00862252861690565,0.0313198934446002,0.0241701873369804,0.00645796468958235
"20",0.00262877780229657,0.018679098533708,0.0147272918778665,0.00374647047117432,0.0470210689511573,0.0416587773764445,0.00861394311729993,0.00307312328945455,0.0168976480614503
