"","x"
"1",5
"2",7
"3",4
"4",5
"5",3
"6",4
"7",3
"8",6
"9",5
"10",6
"11",7
"12",6
"13",4
"14",7
"15",6
"16",3
"17",6
"18",4
"19",6
"20",1
"21",6
"22",7
"23",4
"24",2
"25",1
"26",7
"27",6
"28",3
"29",6
"30",7
"31",5
"32",1
"33",1
"34",7
"35",3
"36",7
"37",1
"38",6
"39",4
"40",3
"41",6
"42",1
"43",7
"44",5
"45",6
"46",5
"47",6
"48",6
"49",5
"50",5
"51",4
"52",5
"53",6
"54",5
"55",3
"56",6
"57",6
"58",1
"59",1
"60",6
"61",3
"62",2
"63",1
"64",6
"65",6
"66",3
"67",2
"68",2
"69",5
"70",3
"71",3
"72",4
"73",2
"74",7
"75",3
"76",3
"77",7
"78",1
"79",1
"80",5
"81",3
"82",6
"83",5
"84",1
"85",1
"86",6
"87",6
"88",5
"89",7
"90",3
"91",3
"92",4
"93",4
"94",6
"95",6
"96",6
"97",4
"98",5
"99",6
"100",7
"101",2
"102",4
"103",5
"104",4
"105",1
"106",2
"107",4
"108",1
"109",2
"110",6
"111",1
"112",6
"113",6
"114",5
"115",2
"116",5
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",3
"124",7
"125",4
"126",1
"127",7
"128",7
"129",3
"130",4
"131",2
"132",1
"133",1
"134",2
"135",4
"136",2
"137",3
"138",1
"139",5
"140",7
"141",1
"142",4
"143",1
"144",6
"145",5
"146",5
"147",4
"148",4
"149",5
"150",2
"151",7
"152",2
"153",7
"154",4
"155",7
"156",6
"157",3
"158",5
"159",6
"160",5
"161",7
"162",3
"163",1
"164",3
"165",1
"166",2
"167",1
"168",4
"169",6
"170",3
"171",6
"172",3
"173",7
"174",6
"175",5
"176",7
"177",4
"178",1
"179",3
"180",3
"181",7
"182",5
"183",3
"184",5
"185",5
"186",5
"187",6
"188",7
"189",4
"190",7
"191",1
"192",3
"193",6
"194",4
"195",3
"196",5
"197",4
"198",3
"199",4
"200",4
