"","x"
"1",3
"2",7
"3",2
"4",4
"5",3
"6",2
"7",2
"8",6
"9",2
"10",7
"11",7
"12",5
"13",4
"14",1
"15",4
"16",1
"17",4
"18",7
"19",6
"20",2
"21",4
"22",7
"23",6
"24",6
"25",1
"26",4
"27",6
"28",2
"29",6
"30",6
"31",3
"32",1
"33",1
"34",7
"35",6
"36",3
"37",2
"38",6
"39",4
"40",3
"41",7
"42",3
"43",7
"44",2
"45",1
"46",5
"47",6
"48",6
"49",5
"50",1
"51",4
"52",7
"53",1
"54",4
"55",1
"56",3
"57",7
"58",2
"59",2
"60",4
"61",5
"62",6
"63",1
"64",5
"65",6
"66",3
"67",2
"68",2
"69",7
"70",4
"71",7
"72",4
"73",2
"74",7
"75",5
"76",5
"77",4
"78",1
"79",1
"80",4
"81",5
"82",7
"83",4
"84",1
"85",2
"86",5
"87",6
"88",5
"89",5
"90",2
"91",3
"92",4
"93",4
"94",3
"95",6
"96",7
"97",6
"98",6
"99",6
"100",3
"101",1
"102",3
"103",7
"104",4
"105",5
"106",4
"107",7
"108",6
"109",2
"110",6
"111",5
"112",6
"113",2
"114",5
"115",2
"116",4
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",6
"124",1
"125",7
"126",1
"127",1
"128",7
"129",1
"130",4
"131",1
"132",2
"133",7
"134",3
"135",4
"136",4
"137",2
"138",1
"139",6
"140",5
"141",1
"142",6
"143",1
"144",6
"145",2
"146",3
"147",1
"148",3
"149",5
"150",2
"151",2
"152",2
"153",6
"154",4
"155",1
"156",6
"157",3
"158",5
"159",6
"160",5
"161",4
"162",6
"163",1
"164",3
"165",1
"166",2
"167",1
"168",3
"169",1
"170",5
"171",6
"172",5
"173",6
"174",7
"175",6
"176",3
"177",3
"178",6
"179",4
"180",5
"181",2
"182",2
"183",3
"184",5
"185",5
"186",3
"187",1
"188",7
"189",3
"190",3
"191",3
"192",7
"193",6
"194",4
"195",3
"196",7
"197",5
"198",3
"199",4
"200",4
