"","V1","V2","V3","V4","V5"
"1",0.000664686505525641,0.0204908412377868,0.00858160344606631,0.0229509168845651,0.0160444035766923
"2",0.00294005912116602,0.00612564247626099,0.0018211298976083,0.0319756652885622,0.00282555125295106
"3",0.00637403649922739,0.0269944335365476,0.00242910000812111,0.00580904935902967,0.00932282951776008
"4",0.0800955589412197,0.0153346344455416,0.00107277351432169,0.144100850184865,0.0090400610492923
"5",0.0227181114151243,0.612585377682769,0.0727135134771103,0.0359097295275365,0.0144449774426573
"6",0.276876592066504,0.010213695681095,0.0106941073501532,0.0830237627605967,0.024839572101333
"7",0.0160034789751727,0.00211110850145614,0.0549636850231841,0.00756318409181844,0.0470503884385776
"8",0.000919048464592716,0.0109232686118995,0.0137427355261673,0.482123371904628,0.00252439186614107
"9",0.0228134626398601,0.0143933426791799,0.665867858199164,0.0538678693761478,0.413294334749117
"10",0.008457273348513,0.00784975143623587,0.00443467533647747,0.0115781444660413,0.00312049959354115
"11",0.000253746832639456,0.0677263284011229,0.0121909242288077,0.0215160008514927,0.0025627798306621
"12",0.00342365184781656,0.0355564214155534,0.000146846466655598,0.0151061748098753,0.00449368706874392
"13",0.04016707965769,0.0421827558276849,0.0505935974550664,0.0275464188985645,0.00851000224415156
"14",0.0025712734234631,0.0130890355882314,0.00229759746648337,0.0107819224004997,0.00777728396416434
"15",0.00405321150792596,0.00431735715327375,0.00900836929529861,0.000242891825172847,0.00999599949589654
"16",0.0115320214598493,0.00417052530148206,0.0176457537648696,0.00442717067673431,0.000517559143630208
"17",0.151548964852982,0.0188251550417403,0.0192729633265316,0.0126515654196424,0.0278326411952032
"18",0.316965760353459,0.0437008932742138,0.00610026722726156,0.00133528343301845,0.0238280155589874
"19",0.000651035082671232,0.0042791768818999,0.0175896778115516,0.00366140681765147,0.0376382537760693
"20",0.0309709470045974,0.0391302548260256,0.0288328211791,0.0238286210235575,0.334336768134428
