"","x"
"1",4
"2",7
"3",5
"4",6
"5",3
"6",2
"7",2
"8",6
"9",6
"10",1
"11",7
"12",7
"13",4
"14",4
"15",5
"16",4
"17",1
"18",3
"19",6
"20",5
"21",3
"22",7
"23",7
"24",2
"25",1
"26",1
"27",2
"28",6
"29",4
"30",7
"31",5
"32",1
"33",1
"34",7
"35",4
"36",6
"37",3
"38",6
"39",4
"40",3
"41",7
"42",5
"43",6
"44",5
"45",5
"46",5
"47",6
"48",6
"49",1
"50",7
"51",4
"52",5
"53",2
"54",3
"55",7
"56",3
"57",6
"58",6
"59",6
"60",6
"61",6
"62",6
"63",4
"64",5
"65",6
"66",3
"67",2
"68",2
"69",2
"70",4
"71",2
"72",4
"73",2
"74",5
"75",2
"76",7
"77",1
"78",1
"79",1
"80",2
"81",7
"82",1
"83",5
"84",1
"85",2
"86",5
"87",6
"88",5
"89",7
"90",4
"91",3
"92",4
"93",2
"94",3
"95",6
"96",2
"97",5
"98",6
"99",6
"100",5
"101",7
"102",7
"103",7
"104",4
"105",3
"106",1
"107",2
"108",7
"109",2
"110",6
"111",6
"112",6
"113",3
"114",5
"115",7
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",3
"123",4
"124",1
"125",4
"126",1
"127",6
"128",2
"129",6
"130",4
"131",3
"132",3
"133",6
"134",7
"135",6
"136",7
"137",2
"138",1
"139",6
"140",7
"141",1
"142",2
"143",1
"144",6
"145",4
"146",2
"147",1
"148",2
"149",6
"150",2
"151",7
"152",2
"153",6
"154",4
"155",6
"156",6
"157",7
"158",5
"159",6
"160",5
"161",7
"162",4
"163",5
"164",3
"165",5
"166",6
"167",1
"168",5
"169",3
"170",2
"171",7
"172",7
"173",5
"174",3
"175",2
"176",4
"177",2
"178",2
"179",4
"180",3
"181",4
"182",7
"183",3
"184",5
"185",5
"186",5
"187",1
"188",7
"189",5
"190",4
"191",6
"192",3
"193",6
"194",4
"195",3
"196",6
"197",1
"198",3
"199",4
"200",4
