"","x"
"1",8
"2",6
"3",2
"4",2
"5",4
"6",4
"7",6
"8",9
"9",10
"10",8
"11",2
"12",1
"13",11
"14",9
"15",9
"16",8
"17",6
"18",4
"19",9
"20",9
"21",9
"22",5
"23",7
"24",3
"25",6
"26",11
"27",5
"28",8
"29",7
"30",3
"31",5
"32",3
"33",5
"34",7
"35",2
"36",11
"37",11
"38",3
"39",2
"40",6
"41",8
"42",8
"43",3
"44",2
"45",2
"46",10
"47",8
"48",9
"49",8
"50",11
"51",6
"52",8
"53",1
"54",9
"55",4
"56",9
"57",5
"58",9
"59",8
"60",3
"61",9
"62",8
"63",7
"64",6
"65",9
"66",9
"67",4
"68",3
"69",1
"70",3
"71",10
"72",11
"73",8
"74",10
"75",2
"76",9
"77",1
"78",7
"79",9
"80",3
"81",8
"82",5
"83",11
"84",4
"85",5
"86",4
"87",2
"88",10
"89",6
"90",5
"91",8
"92",5
"93",11
"94",11
"95",5
"96",5
"97",2
"98",1
"99",11
"100",2
"101",7
"102",2
"103",2
"104",6
"105",8
"106",7
"107",2
"108",2
"109",4
"110",5
"111",4
"112",4
"113",2
"114",2
"115",2
"116",5
"117",7
"118",11
"119",6
"120",3
"121",10
"122",3
"123",11
"124",9
"125",6
"126",1
"127",7
"128",1
"129",5
"130",4
"131",2
"132",2
"133",8
"134",2
"135",10
"136",2
"137",5
"138",5
"139",4
"140",6
"141",8
"142",11
"143",2
"144",5
"145",3
"146",6
"147",7
"148",1
"149",10
"150",10
"151",2
"152",1
"153",3
"154",9
"155",5
"156",10
"157",7
"158",9
"159",10
"160",10
"161",6
"162",7
"163",8
"164",1
"165",9
"166",4
"167",8
"168",8
"169",7
"170",7
"171",4
"172",9
"173",10
"174",9
"175",3
"176",3
"177",10
"178",5
"179",3
"180",3
"181",8
"182",9
"183",7
"184",5
"185",6
"186",5
"187",2
"188",10
"189",6
"190",1
"191",2
"192",8
"193",6
"194",8
"195",2
"196",10
"197",4
"198",10
"199",9
"200",5
